AFP,Input,Output,Enquiry,File,Interface,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_4,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Effort
769.0,265.0,195.0,235.0,52.0,0.0,178.0,16.3,16.8,16.3,16.8,8.0,12551.0,0.0,176.03714,-148.7258,102.942825,-32.62999,-616.81824,12551
137.0,54.0,42.0,30.0,7.0,0.0,97.0,2.9,3.0,2.9,3.0,3.0,399.0,0.0,17.852194,-12.076624,33.566925,3.602207,-52.314938,399
579.0,215.0,81.0,109.0,112.0,0.0,517.0,1.4,1.5,1.4,1.5,7.0,784.0,0.0,25.688696,1.9009107,33.352753,10.041781,-62.32886,784
133.0,39.0,0.0,41.0,24.0,20.0,124.0,15.9,17.0,18.3,19.6,6.0,2428.0,0.0,31.908834,-27.41305,17.848461,-6.40377,-109.678055,2112
78.0,7.0,34.0,6.0,21.0,0.0,22.0,7.7,8.8,8.8,10.1,3.0,690.0,0.0,14.060463,-14.619703,21.255577,1.0433781,-55.17751,600
101.0,12.0,31.0,3.0,50.0,0.0,65.0,4.5,4.7,4.5,4.7,1.5,450.0,0.0,14.99711,-11.053564,29.396656,0.70419616,-48.34728,450
1222.0,503.0,333.0,173.0,150.0,5.0,1164.0,4.7,5.0,4.7,5.0,20.0,5800.0,0.0,69.122894,-49.438873,38.91709,-11.258194,-231.34283,5800
1093.0,486.0,277.0,126.0,147.0,5.0,788.0,2.3,2.5,2.3,2.5,7.0,2565.0,0.0,39.38977,-20.294611,20.038227,-5.0728974,-122.28287,2565
222.0,41.0,57.0,0.0,99.0,25.0,222.0,10.7,10.6,10.7,10.6,4.0,2385.0,0.0,30.368896,-25.327099,17.887234,-5.5893264,-105.933556,2385
2067.0,1056.0,658.0,45.0,303.0,5.0,1510.0,5.0,5.0,5.0,5.0,21.0,10398.0,0.0,131.81932,-111.267944,77.12406,-24.421745,-461.73837,10398
175.0,65.0,31.0,22.0,38.0,0.0,141.0,19.6,22.0,23.6,26.5,10.0,4137.0,0.0,53.068672,-47.014084,28.166487,-11.469982,-180.16861,3434
230.0,180.0,12.0,41.0,14.0,0.0,247.0,1.7,1.6,6.0,5.6,3.0,1379.0,0.0,-7.194367,-53.87511,14.678563,1.1313989,-22.56979,400
104.0,32.0,5.0,40.0,28.0,10.0,115.0,3.3,2.9,4.9,4.5,2.0,512.0,1.0,14.875987,-14.549702,34.025146,2.9336846,-50.57224,338
177.0,24.0,79.0,6.0,42.0,60.0,211.0,16.0,13.4,16.0,13.4,17.0,2835.0,0.0,38.246384,-32.00029,22.486889,-7.051636,-133.56133,2835
62.0,33.0,0.0,12.0,10.0,0.0,22.0,9.6,10.8,11.5,13.0,2.0,716.0,0.0,14.865739,-16.218021,25.68237,1.57884,-58.11973,594
487.0,146.0,238.0,53.0,24.0,12.0,45.0,2.1,2.2,2.1,2.2,6.0,1017.0,0.0,30.86927,-22.348667,22.508799,-1.4013512,-103.03466,1017
177.0,40.0,12.0,27.0,38.0,60.0,177.0,4.5,4.5,5.4,5.4,8.0,951.0,0.0,15.669315,-13.083559,20.420292,0.2116124,-57.735737,789
105.0,34.0,66.0,10.0,37.0,15.0,162.0,7.4,4.8,7.4,4.8,3.0,774.0,0.0,17.650606,-10.490257,22.699944,0.34214514,-57.266026,774
140.0,43.0,68.0,3.0,57.0,0.0,171.0,4.6,3.7,4.6,3.7,1.5,640.0,1.0,15.7407255,-8.937257,25.94668,1.8912067,-51.992867,640
230.0,81.0,49.0,37.0,58.0,0.0,225.0,2.2,2.2,2.2,2.2,4.0,500.0,0.0,17.288157,-7.8399577,31.297884,6.469107,-50.800236,500
236.0,102.0,84.0,52.0,0.0,0.0,238.0,2.5,2.5,2.8,2.8,10.0,668.0,0.0,17.868757,-9.692501,31.810715,3.4729865,-58.899807,601
846.0,322.0,56.0,112.0,234.0,5.0,729.0,19.1,22.2,19.1,22.2,13.0,16179.0,0.0,198.59048,-167.83122,116.11169,-36.816616,-695.9169,16179
139.0,18.0,21.0,30.0,70.0,0.0,139.0,17.6,17.6,17.6,17.6,6.0,2446.0,0.0,32.306202,-26.968231,19.018421,-5.9489503,-112.72804,2446
51.0,12.0,27.0,0.0,0.0,7.0,7.0,6.6,7.3,6.6,7.3,3.0,338.0,0.0,19.326971,-17.025421,41.91742,-0.28584653,-52.76086,338
195.0,57.0,32.0,12.0,140.0,0.0,241.0,9.2,7.4,11.0,8.9,9.0,2152.0,0.0,25.542412,-21.4921,14.764635,-4.8649335,-88.46863,1786
51.0,32.0,0.0,16.0,7.0,0.0,0.0,17.6,16.3,21.2,19.7,3.0,1083.0,0.0,18.564693,-17.846298,17.959114,-2.0713332,-69.54976,899
1106.0,410.0,267.0,108.0,152.0,25.0,962.0,15.0,17.2,17.2,19.8,20.0,19034.0,0.0,228.29774,-197.16159,128.45897,-45.148304,-791.27795,16560
99.0,13.0,32.0,3.0,42.0,5.0,95.0,5.3,5.5,6.4,6.7,4.0,634.0,0.0,14.156489,-12.679792,27.015713,1.6921964,-51.23019,526
56.0,24.0,0.0,9.0,14.0,0.0,47.0,7.9,9.4,7.9,9.4,6.0,440.0,0.0,19.873293,-12.158397,40.083485,-1.2633431,-53.81459,440
213.0,123.0,91.0,28.0,0.0,0.0,36.0,10.3,9.0,10.3,9.0,7.0,2185.0,0.0,36.357407,-30.400093,21.38392,-6.7009845,-126.93634,2185
