Dataset                      Metric                    metric valor     t      l
../datasets_2/kemerer.arff   Median Absolute Error      6.96425       600  0.003
../datasets_2/kemerer.arff   RMSE                      80.0684        600  0.003
../datasets_2/kemerer.arff   R2 Score                   0.0475811     600  0.003
../datasets_2/kemerer.arff   MAE                       70.3063        600  0.004
../datasets_2/kemerer.arff   Median Absolute Error     74.9092        600  0.004
../datasets_2/kemerer.arff   RMSE                      84.8316        600  0.004
../datasets_2/kemerer.arff   R2 Score                  -0.069107      600  0.004
../datasets_2/kemerer.arff   MAE                       93.7703        600  0.005
../datasets_2/kemerer.arff   Median Absolute Error    130.669         600  0.005
../datasets_2/kemerer.arff   RMSE                     110.991         600  0.005
../datasets_2/kemerer.arff   R2 Score                  -0.830127      600  0.005
../datasets_2/kemerer.arff   MAE                       44.2591        600  0.006
../datasets_2/kemerer.arff   Median Absolute Error     31.1701        600  0.006
../datasets_2/kemerer.arff   RMSE                      51.9681        600  0.006
../datasets_2/kemerer.arff   R2 Score                   0.598783      600  0.006
../datasets_2/kemerer.arff   MAE                       36.975         700  0.002
../datasets_2/kemerer.arff   Median Absolute Error     53.9139        700  0.002
../datasets_2/kemerer.arff   RMSE                      44.2335        700  0.002
../datasets_2/kemerer.arff   R2 Score                   0.709325      700  0.002
../datasets_2/kemerer.arff   MAE                       92.1184        700  0.003
../datasets_2/kemerer.arff   Median Absolute Error    117.396         700  0.003
../datasets_2/kemerer.arff   RMSE                     101.78          700  0.003
../datasets_2/kemerer.arff   R2 Score                  -0.538979      700  0.003
../datasets_2/kemerer.arff   MAE                       96.2417        700  0.004
../datasets_2/kemerer.arff   Median Absolute Error     90.3048        700  0.004
../datasets_2/kemerer.arff   RMSE                     102.927         700  0.004
../datasets_2/kemerer.arff   R2 Score                  -0.573858      700  0.004
../datasets_2/kemerer.arff   MAE                       96.344         700  0.005
../datasets_2/kemerer.arff   Median Absolute Error    133.794         700  0.005
../datasets_2/kemerer.arff   RMSE                     112.425         700  0.005
../datasets_2/kemerer.arff   R2 Score                  -0.877715      700  0.005
../datasets_2/kemerer.arff   MAE                       16.7257        700  0.006
../datasets_2/kemerer.arff   Median Absolute Error      9.61673       700  0.006
../datasets_2/kemerer.arff   RMSE                      20.4603        700  0.006
../datasets_2/kemerer.arff   R2 Score                   0.937809      700  0.006
../datasets_2/kemerer.arff   MAE                      167.502         800  0.002
../datasets_2/kemerer.arff   Median Absolute Error    191.487         800  0.002
../datasets_2/kemerer.arff   RMSE                     184.794         800  0.002
../datasets_2/kemerer.arff   R2 Score                  -4.07318       800  0.002
../datasets_2/kemerer.arff   MAE                       74.0033        800  0.003
../datasets_2/kemerer.arff   Median Absolute Error     97.7371        800  0.003
../datasets_2/kemerer.arff   RMSE                      87.6339        800  0.003
../datasets_2/kemerer.arff   R2 Score                  -0.140906      800  0.003
../datasets_2/kemerer.arff   MAE                       39.8802        800  0.004
../datasets_2/kemerer.arff   Median Absolute Error     42.3392        800  0.004
../datasets_2/kemerer.arff   RMSE                      48.6653        800  0.004
../datasets_2/kemerer.arff   R2 Score                   0.64816       800  0.004
../datasets_2/kemerer.arff   MAE                       34.5468        800  0.005
../datasets_2/kemerer.arff   Median Absolute Error     32.8574        800  0.005
../datasets_2/kemerer.arff   RMSE                      37.8939        800  0.005
../datasets_2/kemerer.arff   R2 Score                   0.786674      800  0.005
../datasets_2/kemerer.arff   MAE                       71.4115        800  0.006
../datasets_2/kemerer.arff   Median Absolute Error    103.566         800  0.006
../datasets_2/kemerer.arff   RMSE                      85.3478        800  0.006
../datasets_2/kemerer.arff   R2 Score                  -0.0821574     800  0.006
../datasets_2/kemerer.arff   MAE                       81.5405        900  0.002
../datasets_2/kemerer.arff   Median Absolute Error    108.931         900  0.002
../datasets_2/kemerer.arff   RMSE                      90.3103        900  0.002
../datasets_2/kemerer.arff   R2 Score                  -0.211658      900  0.002
../datasets_2/kemerer.arff   MAE                       84.1581        900  0.003
../datasets_2/kemerer.arff   Median Absolute Error     99.3379        900  0.003
../datasets_2/kemerer.arff   RMSE                      97.0577        900  0.003
../datasets_2/kemerer.arff   R2 Score                  -0.399478      900  0.003
../datasets_2/kemerer.arff   MAE                       48.4185        900  0.004
../datasets_2/kemerer.arff   Median Absolute Error     67.2808        900  0.004
../datasets_2/kemerer.arff   RMSE                      56.9614        900  0.004
../datasets_2/kemerer.arff   R2 Score                   0.517977      900  0.004
../datasets_2/kemerer.arff   MAE                       44.3389        900  0.005
../datasets_2/kemerer.arff   Median Absolute Error     48.5503        900  0.005
../datasets_2/kemerer.arff   RMSE                      46.8205        900  0.005
../datasets_2/kemerer.arff   R2 Score                   0.674329      900  0.005
../datasets_2/kemerer.arff   MAE                       65.3871        900  0.006
../datasets_2/kemerer.arff   Median Absolute Error     91.7376        900  0.006
../datasets_2/kemerer.arff   RMSE                      79.9554        900  0.006
../datasets_2/kemerer.arff   R2 Score                   0.0502665     900  0.006
../datasets_2/kemerer.arff   MAE                       96.8554       1000  0.002
../datasets_2/kemerer.arff   Median Absolute Error    119.396        1000  0.002
../datasets_2/kemerer.arff   RMSE                     106.404        1000  0.002
../datasets_2/kemerer.arff   R2 Score                  -0.681976     1000  0.002
../datasets_2/kemerer.arff   MAE                      121.369        1000  0.003
../datasets_2/kemerer.arff   Median Absolute Error    134.725        1000  0.003
../datasets_2/kemerer.arff   RMSE                     145.086        1000  0.003
../datasets_2/kemerer.arff   R2 Score                  -2.1272       1000  0.003
../datasets_2/kemerer.arff   MAE                       80.5562       1000  0.004
../datasets_2/kemerer.arff   Median Absolute Error     61.5803       1000  0.004
../datasets_2/kemerer.arff   RMSE                     104.535        1000  0.004
../datasets_2/kemerer.arff   R2 Score                  -0.623422     1000  0.004
../datasets_2/kemerer.arff   MAE                      165.664        1000  0.005
../datasets_2/kemerer.arff   Median Absolute Error    181.767        1000  0.005
../datasets_2/kemerer.arff   RMSE                     181.699        1000  0.005
../datasets_2/kemerer.arff   R2 Score                  -3.90469      1000  0.005
../datasets_2/kemerer.arff   MAE                       42.0489       1000  0.006
../datasets_2/kemerer.arff   Median Absolute Error     23.5147       1000  0.006
../datasets_2/kemerer.arff   RMSE                      53.9747       1000  0.006
../datasets_2/kemerer.arff   R2 Score                   0.5672       1000  0.006
../datasets_2/cocomo81.arff  MAE                      194.935         100  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     92.8738        100  0.002
../datasets_2/cocomo81.arff  RMSE                     294.388         100  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.0381919     100  0.002
../datasets_2/cocomo81.arff  MAE                      178.081         100  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     78.5281        100  0.003
../datasets_2/cocomo81.arff  RMSE                     286.684         100  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.0878707     100  0.003
../datasets_2/cocomo81.arff  MAE                      186.858         100  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     89.9133        100  0.004
../datasets_2/cocomo81.arff  RMSE                     288.006         100  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.0794407     100  0.004
../datasets_2/cocomo81.arff  MAE                      197.668         100  0.005
../datasets_2/cocomo81.arff  Median Absolute Error    119.986         100  0.005
../datasets_2/cocomo81.arff  RMSE                     311.493         100  0.005
../datasets_2/cocomo81.arff  R2 Score                  -0.0768281     100  0.005
../datasets_2/cocomo81.arff  MAE                      191.475         100  0.006
../datasets_2/cocomo81.arff  Median Absolute Error     92.1212        100  0.006
../datasets_2/cocomo81.arff  RMSE                     317.628         100  0.006
../datasets_2/cocomo81.arff  R2 Score                  -0.119661      100  0.006
../datasets_2/cocomo81.arff  MAE                      193.407         200  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     88.7933        200  0.002
../datasets_2/cocomo81.arff  RMSE                     294.197         200  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.039437      200  0.002
../datasets_2/cocomo81.arff  MAE                      181.206         200  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     80.7905        200  0.003
../datasets_2/cocomo81.arff  RMSE                     287.485         200  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.0827717     200  0.003
../datasets_2/cocomo81.arff  MAE                      179.659         200  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     81.3911        200  0.004
../datasets_2/cocomo81.arff  RMSE                     286.479         200  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.0891787     200  0.004
../datasets_2/cocomo81.arff  MAE                      157.711         200  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     58.1493        200  0.005
../datasets_2/cocomo81.arff  RMSE                     253.659         200  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.285914      200  0.005
../datasets_2/cocomo81.arff  MAE                      167.962         200  0.006
../datasets_2/cocomo81.arff  Median Absolute Error     78.695         200  0.006
../datasets_2/cocomo81.arff  RMSE                     253.173         200  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.288651      200  0.006
../datasets_2/cocomo81.arff  MAE                      183.804         300  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     79.1338        300  0.002
../datasets_2/cocomo81.arff  RMSE                     291.513         300  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.0568838     300  0.002
../datasets_2/cocomo81.arff  MAE                      179.742         300  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     81.9646        300  0.003
../datasets_2/cocomo81.arff  RMSE                     286.659         300  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.0880298     300  0.003
../datasets_2/cocomo81.arff  MAE                      195.138         300  0.004
../datasets_2/cocomo81.arff  Median Absolute Error    109.225         300  0.004
../datasets_2/cocomo81.arff  RMSE                     287.523         300  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.0825264     300  0.004
../datasets_2/cocomo81.arff  MAE                      190.919         300  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     91.6689        300  0.005
../datasets_2/cocomo81.arff  RMSE                     288.533         300  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.0760666     300  0.005
../datasets_2/cocomo81.arff  MAE                      174.025         300  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    118.016         300  0.006
../datasets_2/cocomo81.arff  RMSE                     254.06          300  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.283657      300  0.006
../datasets_2/cocomo81.arff  MAE                      190.682         400  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     88.7498        400  0.002
../datasets_2/cocomo81.arff  RMSE                     292.576         400  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.0499944     400  0.002
../datasets_2/cocomo81.arff  MAE                      184.806         400  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     91.6207        400  0.003
../datasets_2/cocomo81.arff  RMSE                     286.296         400  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.0903382     400  0.003
../datasets_2/cocomo81.arff  MAE                      185.086         400  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     88.8361        400  0.004
../datasets_2/cocomo81.arff  RMSE                     287.721         400  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.0812611     400  0.004
../datasets_2/cocomo81.arff  MAE                      178.529         400  0.005
../datasets_2/cocomo81.arff  Median Absolute Error    115.41          400  0.005
../datasets_2/cocomo81.arff  RMSE                     287.888         400  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.0801968     400  0.005
../datasets_2/cocomo81.arff  MAE                      190.791         400  0.006
../datasets_2/cocomo81.arff  Median Absolute Error     55.0508        400  0.006
../datasets_2/cocomo81.arff  RMSE                     285.967         400  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.0924312     400  0.006
../datasets_2/cocomo81.arff  MAE                      196.336         500  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     95.1256        500  0.002
../datasets_2/cocomo81.arff  RMSE                     294.43          500  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.0379164     500  0.002
../datasets_2/cocomo81.arff  MAE                      181.634         500  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     85.9053        500  0.003
../datasets_2/cocomo81.arff  RMSE                     286.508         500  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.0889902     500  0.003
../datasets_2/cocomo81.arff  MAE                      188.926         500  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     93.9644        500  0.004
../datasets_2/cocomo81.arff  RMSE                     287.927         500  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.0799468     500  0.004
../datasets_2/cocomo81.arff  MAE                      181.606         500  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     88.6255        500  0.005
../datasets_2/cocomo81.arff  RMSE                     272.51          500  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.175836      500  0.005
../datasets_2/cocomo81.arff  MAE                      162.668         500  0.006
../datasets_2/cocomo81.arff  Median Absolute Error     62.0938        500  0.006
../datasets_2/cocomo81.arff  RMSE                     288.504         500  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.0762554     500  0.006
../datasets_2/cocomo81.arff  MAE                      187.796         600  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     78.7916        600  0.002
../datasets_2/cocomo81.arff  RMSE                     294.172         600  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.0396008     600  0.002
../datasets_2/cocomo81.arff  MAE                      182.765         600  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     85.7456        600  0.003
../datasets_2/cocomo81.arff  RMSE                     286.98          600  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.0859853     600  0.003
../datasets_2/cocomo81.arff  MAE                      191.312         600  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     99.5136        600  0.004
../datasets_2/cocomo81.arff  RMSE                     287.897         600  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.080138      600  0.004
../datasets_2/cocomo81.arff  MAE                      193.489         600  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     99.4768        600  0.005
../datasets_2/cocomo81.arff  RMSE                     289.47          600  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.0700595     600  0.005
../datasets_2/cocomo81.arff  MAE                      200.752         600  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    155.035         600  0.006
../datasets_2/cocomo81.arff  RMSE                     279.105         600  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.135464      600  0.006
../datasets_2/cocomo81.arff  MAE                      195.714         700  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     92.1749        700  0.002
../datasets_2/cocomo81.arff  RMSE                     295.247         700  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.032571      700  0.002
../datasets_2/cocomo81.arff  MAE                      179.437         700  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     80.3013        700  0.003
../datasets_2/cocomo81.arff  RMSE                     286.6           700  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.0884048     700  0.003
../datasets_2/cocomo81.arff  MAE                      186.095         700  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     91.1524        700  0.004
../datasets_2/cocomo81.arff  RMSE                     287.52          700  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.082546      700  0.004
../datasets_2/cocomo81.arff  MAE                      194.028         700  0.005
../datasets_2/cocomo81.arff  Median Absolute Error    101.424         700  0.005
../datasets_2/cocomo81.arff  RMSE                     304.306         700  0.005
../datasets_2/cocomo81.arff  R2 Score                  -0.0277045     700  0.005
../datasets_2/cocomo81.arff  MAE                      164.281         700  0.006
../datasets_2/cocomo81.arff  Median Absolute Error     58.8923        700  0.006
../datasets_2/cocomo81.arff  RMSE                     259.241         700  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.254141      700  0.006
../datasets_2/cocomo81.arff  MAE                      194.679         800  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     96.5906        800  0.002
../datasets_2/cocomo81.arff  RMSE                     292.045         800  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.0534424     800  0.002
../datasets_2/cocomo81.arff  MAE                      180.259         800  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     80.1272        800  0.003
../datasets_2/cocomo81.arff  RMSE                     287.323         800  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.0837998     800  0.003
../datasets_2/cocomo81.arff  MAE                      187.774         800  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     93.6299        800  0.004
../datasets_2/cocomo81.arff  RMSE                     287.628         800  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.0818564     800  0.004
../datasets_2/cocomo81.arff  MAE                      177.261         800  0.005
../datasets_2/cocomo81.arff  Median Absolute Error    137.773         800  0.005
../datasets_2/cocomo81.arff  RMSE                     278.576         800  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.138734      800  0.005
../datasets_2/cocomo81.arff  MAE                      234.978         800  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    122.331         800  0.006
../datasets_2/cocomo81.arff  RMSE                     336.557         800  0.006
../datasets_2/cocomo81.arff  R2 Score                  -0.257088      800  0.006
../datasets_2/cocomo81.arff  MAE                      192.439         900  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     90.9597        900  0.002
../datasets_2/cocomo81.arff  RMSE                     292.882         900  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.0480084     900  0.002
../datasets_2/cocomo81.arff  MAE                      179.421         900  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     81.8309        900  0.003
../datasets_2/cocomo81.arff  RMSE                     286.462         900  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.0892864     900  0.003
../datasets_2/cocomo81.arff  MAE                      170.807         900  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     77.718         900  0.004
../datasets_2/cocomo81.arff  RMSE                     281.314         900  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.121727      900  0.004
../datasets_2/cocomo81.arff  MAE                      165.639         900  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     77.069         900  0.005
../datasets_2/cocomo81.arff  RMSE                     268.514         900  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.199832      900  0.005
../datasets_2/cocomo81.arff  MAE                      182.878         900  0.006
../datasets_2/cocomo81.arff  Median Absolute Error     75.7917        900  0.006
../datasets_2/cocomo81.arff  RMSE                     279.411         900  0.006
../datasets_2/cocomo81.arff  R2 Score                   0.133566      900  0.006
../datasets_2/cocomo81.arff  MAE                      189.583        1000  0.002
../datasets_2/cocomo81.arff  Median Absolute Error     84.9325       1000  0.002
../datasets_2/cocomo81.arff  RMSE                     292.945        1000  0.002
../datasets_2/cocomo81.arff  R2 Score                   0.0475996    1000  0.002
../datasets_2/cocomo81.arff  MAE                      185.521        1000  0.003
../datasets_2/cocomo81.arff  Median Absolute Error     90.8009       1000  0.003
../datasets_2/cocomo81.arff  RMSE                     287.055        1000  0.003
../datasets_2/cocomo81.arff  R2 Score                   0.0855109    1000  0.003
../datasets_2/cocomo81.arff  MAE                      184.849        1000  0.004
../datasets_2/cocomo81.arff  Median Absolute Error     87.3413       1000  0.004
../datasets_2/cocomo81.arff  RMSE                     287.783        1000  0.004
../datasets_2/cocomo81.arff  R2 Score                   0.0808678    1000  0.004
../datasets_2/cocomo81.arff  MAE                      160.437        1000  0.005
../datasets_2/cocomo81.arff  Median Absolute Error     58.9774       1000  0.005
../datasets_2/cocomo81.arff  RMSE                     258.417        1000  0.005
../datasets_2/cocomo81.arff  R2 Score                   0.258879     1000  0.005
../datasets_2/cocomo81.arff  MAE                      228.208        1000  0.006
../datasets_2/cocomo81.arff  Median Absolute Error    216.372        1000  0.006
../datasets_2/cocomo81.arff  RMSE                     309.972        1000  0.006
../datasets_2/cocomo81.arff  R2 Score                  -0.0663334    1000  0.006
../datasets_2/china.arff     MAE                      303.068         100  0.002
../datasets_2/china.arff     Median Absolute Error    104.444         100  0.002
../datasets_2/china.arff     RMSE                     577.577         100  0.002
../datasets_2/china.arff     R2 Score                   0.985193      100  0.002
../datasets_2/china.arff     MAE                      328.173         100  0.003
../datasets_2/china.arff     Median Absolute Error    112.33          100  0.003
../datasets_2/china.arff     RMSE                     740.209         100  0.003
../datasets_2/china.arff     R2 Score                   0.97568       100  0.003
../datasets_2/china.arff     MAE                      351.181         100  0.004
../datasets_2/china.arff     Median Absolute Error    116.74          100  0.004
../datasets_2/china.arff     RMSE                     748.547         100  0.004
../datasets_2/china.arff     R2 Score                   0.975129      100  0.004
../datasets_2/china.arff     MAE                      320.01          100  0.005
../datasets_2/china.arff     Median Absolute Error    148.058         100  0.005
../datasets_2/china.arff     RMSE                     629.552         100  0.005
../datasets_2/china.arff     R2 Score                   0.982408      100  0.005
../datasets_2/china.arff     MAE                      354.365         100  0.006
../datasets_2/china.arff     Median Absolute Error    112.778         100  0.006
../datasets_2/china.arff     RMSE                     768.308         100  0.006
../datasets_2/china.arff     R2 Score                   0.973799      100  0.006
../datasets_2/china.arff     MAE                      316.78          200  0.002
../datasets_2/china.arff     Median Absolute Error     76.2812        200  0.002
../datasets_2/china.arff     RMSE                     746.509         200  0.002
../datasets_2/china.arff     R2 Score                   0.975264      200  0.002
../datasets_2/china.arff     MAE                      350.801         200  0.003
../datasets_2/china.arff     Median Absolute Error    113.457         200  0.003
../datasets_2/china.arff     RMSE                     791.119         200  0.003
../datasets_2/china.arff     R2 Score                   0.97222       200  0.003
../datasets_2/china.arff     MAE                      352.69          200  0.004
../datasets_2/china.arff     Median Absolute Error    104.309         200  0.004
../datasets_2/china.arff     RMSE                     769.156         200  0.004
../datasets_2/china.arff     R2 Score                   0.973741      200  0.004
../datasets_2/china.arff     MAE                      383.962         200  0.005
../datasets_2/china.arff     Median Absolute Error    132.424         200  0.005
../datasets_2/china.arff     RMSE                     840.545         200  0.005
../datasets_2/china.arff     R2 Score                   0.96864       200  0.005
../datasets_2/china.arff     MAE                      353.68          200  0.006
../datasets_2/china.arff     Median Absolute Error    115.648         200  0.006
../datasets_2/china.arff     RMSE                     708.122         200  0.006
../datasets_2/china.arff     R2 Score                   0.977743      200  0.006
../datasets_2/china.arff     MAE                      359.881         300  0.002
../datasets_2/china.arff     Median Absolute Error    126.049         300  0.002
../datasets_2/china.arff     RMSE                     842.844         300  0.002
../datasets_2/china.arff     R2 Score                   0.968468      300  0.002
../datasets_2/china.arff     MAE                      334.544         300  0.003
../datasets_2/china.arff     Median Absolute Error     93.6889        300  0.003
../datasets_2/china.arff     RMSE                     800.176         300  0.003
../datasets_2/china.arff     R2 Score                   0.97158       300  0.003
../datasets_2/china.arff     MAE                      289.415         300  0.004
../datasets_2/china.arff     Median Absolute Error    124.301         300  0.004
../datasets_2/china.arff     RMSE                     575.971         300  0.004
../datasets_2/china.arff     R2 Score                   0.985275      300  0.004
../datasets_2/china.arff     MAE                      301.944         300  0.005
../datasets_2/china.arff     Median Absolute Error     82.2742        300  0.005
../datasets_2/china.arff     RMSE                     604.189         300  0.005
../datasets_2/china.arff     R2 Score                   0.983797      300  0.005
../datasets_2/china.arff     MAE                      289.559         300  0.006
../datasets_2/china.arff     Median Absolute Error    112.238         300  0.006
../datasets_2/china.arff     RMSE                     581.325         300  0.006
../datasets_2/china.arff     R2 Score                   0.985         300  0.006
../datasets_2/china.arff     MAE                      298.445         400  0.002
../datasets_2/china.arff     Median Absolute Error    117.163         400  0.002
../datasets_2/china.arff     RMSE                     581.176         400  0.002
../datasets_2/china.arff     R2 Score                   0.985008      400  0.002
../datasets_2/china.arff     MAE                      321.986         400  0.003
../datasets_2/china.arff     Median Absolute Error     84.0324        400  0.003
../datasets_2/china.arff     RMSE                     804.469         400  0.003
../datasets_2/china.arff     R2 Score                   0.971274      400  0.003
../datasets_2/china.arff     MAE                      281.617         400  0.004
../datasets_2/china.arff     Median Absolute Error     78.3443        400  0.004
../datasets_2/china.arff     RMSE                     582.349         400  0.004
../datasets_2/china.arff     R2 Score                   0.984947      400  0.004
../datasets_2/china.arff     MAE                      302.087         400  0.005
../datasets_2/china.arff     Median Absolute Error     94.1762        400  0.005
../datasets_2/china.arff     RMSE                     597.852         400  0.005
../datasets_2/china.arff     R2 Score                   0.984135      400  0.005
../datasets_2/china.arff     MAE                      302.554         400  0.006
../datasets_2/china.arff     Median Absolute Error    120.376         400  0.006
../datasets_2/china.arff     RMSE                     588.05          400  0.006
../datasets_2/china.arff     R2 Score                   0.984651      400  0.006
../datasets_2/china.arff     MAE                      294.743         500  0.002
../datasets_2/china.arff     Median Absolute Error    144.323         500  0.002
../datasets_2/china.arff     RMSE                     575.845         500  0.002
../datasets_2/china.arff     R2 Score                   0.985282      500  0.002
../datasets_2/china.arff     MAE                      336.699         500  0.003
../datasets_2/china.arff     Median Absolute Error     79.0916        500  0.003
../datasets_2/china.arff     RMSE                     829.53          500  0.003
../datasets_2/china.arff     R2 Score                   0.969457      500  0.003
../datasets_2/china.arff     MAE                      351.121         500  0.004
../datasets_2/china.arff     Median Absolute Error     96.5336        500  0.004
../datasets_2/china.arff     RMSE                     860.593         500  0.004
../datasets_2/china.arff     R2 Score                   0.967126      500  0.004
../datasets_2/china.arff     MAE                      403.328         500  0.005
../datasets_2/china.arff     Median Absolute Error     96.5678        500  0.005
../datasets_2/china.arff     RMSE                     959.47          500  0.005
../datasets_2/china.arff     R2 Score                   0.959139      500  0.005
../datasets_2/china.arff     MAE                      363.507         500  0.006
../datasets_2/china.arff     Median Absolute Error     97.5049        500  0.006
../datasets_2/china.arff     RMSE                     811.009         500  0.006
../datasets_2/china.arff     R2 Score                   0.970805      500  0.006
../datasets_2/china.arff     MAE                      290.584         600  0.002
../datasets_2/china.arff     Median Absolute Error    125.23          600  0.002
../datasets_2/china.arff     RMSE                     580.682         600  0.002
../datasets_2/china.arff     R2 Score                   0.985033      600  0.002
../datasets_2/china.arff     MAE                      368.32          600  0.003
../datasets_2/china.arff     Median Absolute Error    107.333         600  0.003
../datasets_2/china.arff     RMSE                     827.762         600  0.003
../datasets_2/china.arff     R2 Score                   0.969587      600  0.003
../datasets_2/china.arff     MAE                      324.182         600  0.004
../datasets_2/china.arff     Median Absolute Error    102.073         600  0.004
../datasets_2/china.arff     RMSE                     670.414         600  0.004
../datasets_2/china.arff     R2 Score                   0.98005       600  0.004
../datasets_2/china.arff     MAE                      341.427         600  0.005
../datasets_2/china.arff     Median Absolute Error    125.174         600  0.005
../datasets_2/china.arff     RMSE                     712.527         600  0.005
../datasets_2/china.arff     R2 Score                   0.977465      600  0.005
../datasets_2/china.arff     MAE                      315.4           600  0.006
../datasets_2/china.arff     Median Absolute Error    115.768         600  0.006
../datasets_2/china.arff     RMSE                     683.907         600  0.006
../datasets_2/china.arff     R2 Score                   0.979239      600  0.006
../datasets_2/china.arff     MAE                      341.228         700  0.002
../datasets_2/china.arff     Median Absolute Error    101.254         700  0.002
../datasets_2/china.arff     RMSE                     912.737         700  0.002
../datasets_2/china.arff     R2 Score                   0.963022      700  0.002
../datasets_2/china.arff     MAE                      305.852         700  0.003
../datasets_2/china.arff     Median Absolute Error     83.8196        700  0.003
../datasets_2/china.arff     RMSE                     693.657         700  0.003
../datasets_2/china.arff     R2 Score                   0.978643      700  0.003
../datasets_2/china.arff     MAE                      309.946         700  0.004
../datasets_2/china.arff     Median Absolute Error    102.251         700  0.004
../datasets_2/china.arff     RMSE                     605.325         700  0.004
../datasets_2/china.arff     R2 Score                   0.983736      700  0.004
../datasets_2/china.arff     MAE                      410.34          700  0.005
../datasets_2/china.arff     Median Absolute Error    137.248         700  0.005
../datasets_2/china.arff     RMSE                     938.388         700  0.005
../datasets_2/china.arff     R2 Score                   0.960914      700  0.005
../datasets_2/china.arff     MAE                      386.06          700  0.006
../datasets_2/china.arff     Median Absolute Error     98.8384        700  0.006
../datasets_2/china.arff     RMSE                     870.515         700  0.006
../datasets_2/china.arff     R2 Score                   0.966364      700  0.006
../datasets_2/china.arff     MAE                      339.842         800  0.002
../datasets_2/china.arff     Median Absolute Error     88.8361        800  0.002
