ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_Added,MI_N_effort_PDR_UFP,MI_N_effort_Enquiry,MI_N_effort_NPDR_AFP,MI_N_effort_Input,MI_N_effort_Duration,MI_N_effort_File,MI_N_effort_Changed,MI_N_effort_Output,MI_N_effort_Resource_1,MI_N_effort_Resource_2,MI_AFP_PDR_AFP,Effort
357,77,30,0,20,22,0,7,65,0,27.4,29.3,33.0,35.3,4.0,2540,1,0,0,0,1,195580,69596.0,89662.0,17780,74422.0,50800,83820.0,76200,10160.0,55880,165100,0,2540,0,2109.7999999999997,2108
358,81,11,22,0,20,21,64,10,0,5.6,6.1,6.8,7.4,1.0,547,1,0,0,0,1,44307,3063.2,4047.8,35008,3336.7,0,3719.6,6017,547.0,10940,5470,12034,547,0,453.59999999999997,454
359,694,61,164,168,145,60,598,0,0,5.9,6.8,5.9,6.8,8.0,4086,0,0,0,1,1,2835684,24107.4,27784.8,2443428,27784.8,686448,24107.4,249246,32688.0,592470,0,670104,0,0,4094.6000000000004,4086
360,62,18,7,6,10,17,7,51,0,32.7,34.9,39.4,42.1,5.0,2442,1,0,0,0,1,151404,79853.40000000001,102808.2,17094,85225.8,14652,96214.8,43956,12210.0,24420,124542,17094,2442,0,2027.4,2027
361,56,0,42,0,0,15,57,0,0,5.2,5.1,5.2,5.1,3.0,293,1,0,0,0,1,16408,1523.6000000000001,1494.3,16701,1494.3,0,1523.6000000000001,0,879.0,0,0,12306,293,0,291.2,293
362,753,289,13,0,363,7,672,0,0,5.7,6.4,5.7,6.4,12.0,4301,1,0,0,0,1,3238653,24515.7,27526.4,2890272,27526.4,0,24515.7,1242989,51612.0,1561263,0,55913,4301,0,4292.1,4301
363,421,177,22,217,0,5,421,0,0,39.9,39.9,39.9,39.9,15.5,16788,1,0,0,0,1,7067748,669841.2,669841.2,7067748,669841.2,3642996,669841.2,2971476,260214.0,0,0,369336,16788,0,16797.899999999998,16788
364,59,30,11,3,21,0,65,0,0,9.6,8.7,11.6,10.5,3.0,682,1,0,0,0,1,40238,6547.2,7161.0,44330,5933.4,2046,7911.2,20460,2046.0,14322,0,7502,682,0,566.4,566
365,409,42,201,39,67,60,409,0,0,6.5,6.5,6.5,6.5,11.0,2672,0,1,0,0,1,1092848,17368.0,17368.0,1092848,17368.0,104208,17368.0,112224,29392.0,179024,0,537072,0,2672,2658.5,2672
366,115,21,90,4,0,0,94,21,0,16.3,16.3,16.3,16.3,12.0,1869,0,1,0,0,1,214935,30464.7,30464.7,175686,30464.7,7476,30464.7,39249,22428.0,0,39249,168210,0,1869,1874.5,1869
367,93,58,20,4,10,0,22,70,0,8.6,8.7,10.4,10.5,3.0,967,1,0,0,0,1,89931,8316.199999999999,10153.5,21274,8412.9,3868,10056.800000000001,56086,2901.0,9670,67690,19340,967,0,799.8,803
368,71,30,15,12,7,5,0,69,0,56.6,58.2,68.2,70.2,7.0,4842,1,0,0,0,1,343782,274057.2,339908.4,0,281804.4,58104,330224.4,145260,33894.0,33894,334098,72630,4842,0,4018.6,4019
369,971,345,42,249,150,10,796,0,0,5.0,6.1,6.0,7.4,14.0,5864,1,0,0,0,1,5693944,29320.0,43393.6,4667744,35770.4,1460136,35184.0,2023080,82096.0,879600,0,246288,5864,0,4855.0,4867
370,74,15,7,42,0,10,74,0,0,42.3,42.3,42.3,42.3,17.0,3132,1,0,0,0,1,231768,132483.59999999998,132483.59999999998,231768,132483.59999999998,131544,132483.59999999998,46980,53244.0,0,0,21924,3132,0,3130.2,3132
371,81,18,4,25,21,10,25,30,23,1.1,1.1,1.3,1.4,1.0,107,1,0,0,0,1,8667,117.7,149.79999999999998,2675,117.7,2675,139.1,1926,107.0,2247,3210,428,107,0,89.10000000000001,89
372,106,6,33,19,0,55,113,0,0,10.6,10.0,12.8,12.0,7.0,1357,1,0,0,0,1,143842,14384.199999999999,16284.0,153341,13570.0,25783,17369.600000000002,8142,9499.0,0,0,44781,1357,0,1123.6,1126
373,1168,516,240,176,314,10,1256,0,0,1.3,1.2,1.3,1.2,8.0,1538,0,0,1,0,1,1796384,1999.4,1845.6,1931728,1845.6,270688,1999.4,793608,12304.0,482932,0,369120,0,0,1518.4,1538
374,1093,392,119,235,166,47,959,0,0,6.6,7.6,6.6,7.6,11.0,7263,1,0,0,0,1,7938459,47935.799999999996,55198.799999999996,6965217,55198.799999999996,1706805,47935.799999999996,2847096,79893.0,1205658,0,864297,7263,0,7213.799999999999,7263
375,67,10,18,31,0,0,0,59,0,57.5,65.3,69.3,78.7,2.0,4642,1,0,0,0,1,311014,266915.0,365325.4,0,303122.6,143902,321690.6,46420,9284.0,0,273878,83556,4642,0,3852.5,3853
376,1256,270,121,450,90,50,981,0,0,23.0,29.4,41.0,52.5,28.0,51527,1,0,0,0,1,64717912,1185121.0,2705167.5,50547987,1514893.7999999998,23187150,2112607.0,13912290,1442756.0,4637430,0,6234767,51527,0,28888.0,28855
377,72,67,5,0,0,0,6,66,0,17.3,17.3,20.9,20.9,15.0,1504,1,0,0,0,1,108288,26019.2,31433.6,9024,26019.2,0,31433.6,100768,22560.0,0,99264,7520,1504,0,1245.6000000000001,1248
378,777,287,159,38,147,45,676,0,0,19.4,22.2,22.2,25.6,13.0,17286,0,1,0,0,1,13431222,335348.39999999997,442521.60000000003,11685336,383749.2,656868,383749.2,4961082,224718.0,2541042,0,2748474,0,17286,15073.8,15039
379,131,30,33,18,35,12,128,0,0,37.8,38.6,45.5,46.6,13.0,5960,1,0,0,0,1,780760,225287.99999999997,277736.0,762880,230056.0,107280,271180.0,178800,77480.0,208600,0,196680,5960,0,4951.799999999999,4947
380,134,78,0,0,63,0,141,0,0,15.1,14.3,18.2,17.3,8.0,2433,1,0,0,0,1,326022,36738.299999999996,42090.9,343053,34791.9,0,44280.6,189774,19464.0,153279,0,0,2433,0,2023.3999999999999,2019
381,826,255,295,72,157,0,779,0,0,6.5,6.9,6.5,6.9,42.0,5400,1,0,0,0,1,4460400,35100.0,37260.0,4206600,37260.0,388800,35100.0,1377000,226800.0,847800,0,1593000,5400,0,5369.0,5400
382,3180,916,538,295,969,0,2718,0,0,10.4,12.2,10.4,12.2,36.0,33028,0,0,0,1,1,105029040,343491.2,402941.6,89770104,402941.6,9743260,343491.2,30253648,1189008.0,32004132,0,17769064,0,0,33072.0,33028
383,324,175,108,29,17,5,334,0,0,15.7,15.2,15.7,15.2,13.0,5078,1,0,0,0,1,1645272,79724.59999999999,77185.59999999999,1696052,77185.59999999999,147262,79724.59999999999,888650,66014.0,86326,0,548424,5078,0,5086.8,5078
384,220,132,45,30,7,0,49,165,0,3.2,3.3,3.2,3.3,3.0,701,1,0,0,0,1,154220,2243.2000000000003,2313.2999999999997,34349,2313.2999999999997,21030,2243.2000000000003,92532,2103.0,4907,115665,31545,701,0,704.0,701
385,258,34,89,6,63,49,241,0,0,2.9,3.1,2.9,3.1,12.0,736,1,0,0,0,1,189888,2134.4,2281.6,177376,2281.6,4416,2134.4,25024,8832.0,46368,0,65504,736,0,748.1999999999999,736
386,139,25,19,6,29,60,139,0,0,7.0,7.0,7.0,7.0,7.0,976,0,1,0,0,1,135664,6832.0,6832.0,135664,6832.0,5856,6832.0,24400,6832.0,28304,0,18544,0,976,973.0,976
387,274,70,123,57,28,30,308,0,0,4.3,3.8,4.3,3.8,4.0,1167,0,1,0,0,1,319758,5018.099999999999,4434.599999999999,359436,4434.599999999999,66519,5018.099999999999,81690,4668.0,32676,0,143541,0,1167,1178.2,1167
388,231,0,86,0,50,130,266,0,0,16.3,14.1,16.3,14.1,12.0,3762,0,0,0,1,1,869022,61320.600000000006,53044.2,1000692,53044.2,0,61320.600000000006,0,45144.0,188100,0,323532,0,0,3765.3,3762
389,126,58,15,6,21,40,22,118,0,4.9,4.4,4.9,4.4,5.0,619,0,1,0,0,1,77994,3033.1000000000004,2723.6000000000004,13618,2723.6000000000004,3714,3033.1000000000004,35902,3095.0,12999,73042,9285,0,619,617.4000000000001,619
390,93,0,70,0,15,10,0,95,0,11.8,11.6,14.3,14.0,8.0,1327,1,0,0,0,1,123411,15658.6,18578.0,0,15393.199999999999,0,18976.100000000002,0,10616.0,19905,126065,92890,1327,0,1097.4,1101
391,1825,594,569,192,259,60,1674,0,0,0.7,0.7,0.7,0.7,15.0,1210,1,0,0,0,1,2208250,847.0,847.0,2025540,847.0,232320,847.0,718740,18150.0,313390,0,688490,1210,0,1277.5,1210
392,500,229,31,130,60,0,170,227,53,11.8,13.1,14.2,15.7,8.0,7080,1,0,0,0,1,3540000,83544.0,111156.0,1203600,92748.0,920400,100536.0,1621320,56640.0,424800,1607160,219480,7080,0,5900.0,5876
393,373,129,96,21,105,50,389,12,0,6.4,6.0,6.4,6.0,10.0,2395,0,1,0,0,1,893335,15328.0,14370.0,931655,14370.0,50295,15328.0,308955,23950.0,251475,28740,229920,0,2395,2387.2000000000003,2395
394,330,179,26,64,110,0,379,0,0,3.2,2.8,3.2,2.8,10.0,1050,1,0,0,0,1,346500,3360.0,2940.0,397950,2940.0,67200,3360.0,187950,10500.0,115500,0,27300,1050,0,1056.0,1050
395,57,27,28,0,0,0,0,55,0,30.5,31.7,36.8,38.1,4.0,2098,1,0,0,0,1,119586,63989.0,79933.8,0,66506.59999999999,0,77206.4,56646,8392.0,0,115390,58744,2098,0,1738.5,1741
396,127,61,0,20,44,0,13,98,14,12.4,12.6,15.0,15.2,4.0,1902,1,0,0,0,1,241554,23584.8,28910.399999999998,24726,23965.2,38040,28530.0,116022,7608.0,83688,186396,0,1902,0,1574.8,1579
397,1362,579,291,171,378,0,1419,0,0,2.3,2.3,2.3,2.3,11.0,3193,0,0,1,0,1,4348866,7343.9,7343.9,4530867,7343.9,546003,7343.9,1848747,35123.0,1206954,0,929163,0,0,3132.6,3193
398,1463,780,119,223,371,0,1493,0,0,24.6,24.1,24.6,24.1,23.0,36046,0,0,0,1,1,52735298,886731.6000000001,868708.6000000001,53816678,868708.6000000001,8038258,886731.6000000001,28115880,829058.0,13373066,0,4289474,0,0,35989.8,36046
399,148,12,49,36,28,15,140,0,0,23.2,24.6,28.0,29.6,3.0,4141,1,0,0,0,1,612868,96071.2,122573.6,579740,101868.6,149076,115948.0,49692,12423.0,115948,0,202909,4141,0,3433.6,3437
400,474,71,24,343,21,15,41,433,0,3.9,3.9,3.9,3.9,6.0,1829,1,0,0,0,1,866946,7133.099999999999,7133.099999999999,74989,7133.099999999999,627347,7133.099999999999,129859,10974.0,38409,791957,43896,1829,0,1848.6,1829
401,77,24,18,21,14,0,18,59,0,5.3,5.3,6.4,6.4,10.0,492,1,0,0,0,1,37884,2607.6,3148.8,8856,2607.6,10332,3148.8,11808,4920.0,6888,29028,8856,492,0,408.09999999999997,408
402,213,105,67,41,0,0,52,161,0,3.8,3.8,3.8,3.8,2.5,801,1,0,0,0,1,170613,3043.7999999999997,3043.7999999999997,41652,3043.7999999999997,32841,3043.7999999999997,84105,2002.5,0,128961,53667,801,0,809.4,801
403,175,22,53,0,100,0,59,116,0,3.4,3.4,3.4,3.4,7.0,597,0,1,0,0,1,104475,2029.8,2029.8,35223,2029.8,0,2029.8,13134,4179.0,59700,69252,31641,0,597,595.0,597
404,360,122,98,54,62,0,336,0,0,2.1,2.3,2.1,2.3,18.0,763,1,0,0,0,1,274680,1602.3,1754.8999999999999,256368,1754.8999999999999,41202,1602.3,93086,13734.0,47306,0,74774,763,0,756.0,763
405,331,84,0,12,0,284,156,96,128,3.7,3.3,3.7,3.3,5.0,1238,0,1,0,0,1,409778,4580.6,4085.3999999999996,193128,4085.3999999999996,14856,4580.6,103992,6190.0,0,118848,0,0,1238,1224.7,1238
406,285,48,187,15,35,25,310,0,0,4.4,4.0,4.4,4.0,7.0,1249,0,1,0,0,1,355965,5495.6,4996.0,387190,4996.0,18735,5495.6,59952,8743.0,43715,0,233563,0,1249,1254.0,1249
407,187,72,32,10,44,5,4,159,0,73.5,84.4,84.5,97.0,3.0,15807,0,1,0,0,1,2955909,1161814.5,1533279.0,63228,1334110.8,158070,1335691.5,1138104,47421.0,695508,2513313,505824,0,15807,13744.5,13752
408,502,120,32,89,83,120,444,0,0,18.5,20.9,18.5,20.9,14.0,9296,1,0,0,0,1,4666592,171976.0,194286.4,4127424,194286.4,827344,171976.0,1115520,130144.0,771568,0,297472,9296,0,9287.0,9296
409,303,0,266,0,0,25,0,291,0,1.1,1.1,1.3,1.4,1.0,396,1,0,0,0,1,119988,435.6,554.4,0,435.6,0,514.8000000000001,0,396.0,0,115236,105336,396,0,333.3,329
410,174,105,83,0,0,5,98,35,60,17.7,16.0,17.7,16.0,17.0,3088,0,1,0,0,1,537312,54657.6,49408.0,302624,49408.0,0,54657.6,324240,52496.0,0,108080,256304,0,3088,3079.7999999999997,3088
411,44,14,0,16,17,5,49,3,0,8.6,7.3,8.6,7.3,2.0,380,0,0,0,1,1,16720,3268.0,2774.0,18620,2774.0,6080,3268.0,5320,760.0,6460,1140,0,0,0,378.4,380
412,387,88,221,37,34,0,18,362,0,6.0,6.1,7.3,7.4,7.0,2811,1,0,0,0,1,1087857,16866.0,20801.4,50598,17147.1,104007,20520.3,247368,19677.0,95574,1017582,621231,2811,0,2322.0,2333
413,406,18,374,27,0,0,21,398,0,5.2,5.0,5.2,5.0,19.0,2109,0,1,0,0,1,856254,10966.800000000001,10545.0,44289,10545.0,56943,10966.800000000001,37962,40071.0,0,839382,788766,0,2109,2111.2000000000003,2109
414,496,198,109,67,90,60,524,0,0,20.3,19.2,23.4,22.1,14.0,11586,0,1,0,0,1,5746656,235195.80000000002,256050.6,6071064,222451.19999999998,776262,271112.39999999997,2294028,162204.0,1042740,0,1262874,0,11586,10068.800000000001,10080
415,116,34,38,4,30,0,33,73,0,4.8,5.2,4.8,5.2,2.0,553,1,0,0,0,1,64148,2654.4,2875.6,18249,2875.6,2212,2654.4,18802,1106.0,16590,40369,21014,553,0,556.8,553
416,53,17,17,0,24,5,63,0,0,6.7,5.6,6.7,5.6,16.0,354,0,1,0,0,1,18762,2371.8,1982.3999999999999,22302,1982.3999999999999,0,2371.8,6018,5664.0,8496,0,6018,0,354,355.1,354
417,209,42,145,10,43,0,225,15,0,0.9,0.8,0.9,0.8,2.5,190,1,0,0,0,1,39710,171.0,152.0,42750,152.0,1900,171.0,7980,475.0,8170,2850,27550,190,0,188.1,190
418,903,336,134,158,148,100,387,303,186,6.1,6.3,7.3,7.5,11.0,6605,1,0,0,0,1,5964315,40290.5,49537.5,2556135,41611.5,1043590,48216.5,2219280,72655.0,977540,2001315,885070,6605,0,5508.299999999999,5482
419,469,71,170,15,67,96,419,0,0,6.8,7.6,8.2,9.2,11.0,3845,1,0,0,0,1,1803305,26146.0,35374.0,1611055,29222.0,57675,31528.999999999996,272995,42295.0,257615,0,653650,3845,0,3189.2,3191
420,1894,187,1241,143,156,10,966,696,75,2.1,2.3,2.1,2.3,12.0,3986,0,1,0,0,1,7549484,8370.6,9167.8,3850476,9167.8,569998,8370.6,745382,47832.0,621816,2774256,4946626,0,3986,3977.4,3986
421,215,108,0,94,7,0,76,133,0,2.6,2.7,2.6,2.7,7.0,560,1,0,0,0,1,120400,1456.0,1512.0,42560,1512.0,52640,1456.0,60480,3920.0,3920,74480,0,560,0,559.0,560
422,82,38,9,20,14,0,29,52,0,1.0,1.0,1.2,1.2,2.0,96,1,0,0,0,1,7872,96.0,115.19999999999999,2784,96.0,1920,115.19999999999999,3648,192.0,1344,4992,864,96,0,82.0,80
423,1694,391,469,385,210,85,1540,0,0,4.6,5.1,4.6,5.1,16.0,7816,1,0,0,0,1,13240304,35953.6,39861.6,12036640,39861.6,3009160,35953.6,3056056,125056.0,1641360,0,3665704,7816,0,7792.4,7816
424,81,24,22,20,10,0,64,4,8,24.7,26.3,29.8,31.7,5.0,2412,1,0,0,0,1,195372,59576.4,76460.4,154368,63435.6,48240,71877.6,57888,12060.0,24120,9648,53064,2412,0,2000.7,2002
425,297,150,7,132,0,0,13,264,12,5.2,5.4,5.2,5.4,6.0,1557,1,0,0,0,1,462429,8096.400000000001,8407.800000000001,20241,8407.800000000001,205524,8096.400000000001,233550,9342.0,0,411048,10899,1557,0,1544.4,1557
426,280,161,91,0,10,0,262,0,0,5.1,5.4,5.1,5.4,7.0,1417,0,0,0,1,1,396760,7226.7,7651.8,371254,7651.8,0,7226.7,228137,9919.0,14170,0,128947,0,0,1428.0,1417
427,56,19,5,16,10,0,29,21,0,22.3,24.9,26.8,30.0,5.0,1501,1,0,0,0,1,84056,33472.3,45030.0,43529,37374.9,24016,40226.8,28519,7505.0,15010,31521,7505,1501,0,1248.8,1246
428,492,114,97,157,49,75,248,244,0,8.5,8.5,8.5,8.5,11.0,4158,1,0,0,0,1,2045736,35343.0,35343.0,1031184,35343.0,652806,35343.0,474012,45738.0,203742,1014552,403326,4158,0,4182.0,4158
429,426,127,122,54,87,20,31,352,27,1.5,1.6,1.8,1.9,2.0,778,1,0,0,0,1,331428,1167.0,1478.1999999999998,24118,1244.8000000000002,42012,1400.4,98806,1556.0,67686,273856,94916,778,0,639.0,646
430,499,262,42,60,90,0,155,299,0,4.6,5.1,4.6,5.1,10.0,2310,1,0,0,0,1,1152690,10626.0,11781.0,358050,11781.0,138600,10626.0,605220,23100.0,207900,690690,97020,2310,0,2295.3999999999996,2310
431,60,9,32,12,7,0,60,0,0,16.5,16.5,18.4,18.4,5.0,1102,1,0,0,0,1,66120,18183.0,20276.8,66120,18183.0,13224,20276.8,9918,5510.0,7714,0,35264,1102,0,990.0,992
432,362,152,68,41,72,15,348,0,0,19.6,20.4,23.6,24.5,6.0,8543,1,0,0,0,1,3092566,167442.80000000002,209303.5,2972964,174277.19999999998,350263,201614.80000000002,1298536,51258.0,615096,0,580924,8543,0,7095.200000000001,7091
433,363,169,23,115,42,0,82,267,0,9.5,9.8,11.4,11.8,5.0,4134,1,0,0,0,1,1500642,39273.0,48781.200000000004,338988,40513.200000000004,475410,47127.6,698646,20670.0,173628,1103778,95082,4134,0,3448.5,3431
434,53,24,0,24,0,0,0,48,0,19.0,21.0,22.9,25.3,3.0,1213,1,0,0,0,1,64289,23047.0,30688.9,0,25473.0,29112,27777.699999999997,29112,3639.0,0,58224,0,1213,0,1007.0,1007
435,17518,9404,1221,0,2955,0,13580,0,0,3.1,4.0,3.1,4.0,14.0,54620,1,0,0,0,1,956833160,169322.0,218480.0,741739600,218480.0,0,169322.0,513646480,764680.0,161402100,0,66691020,54620,0,54305.8,54620
436,199,82,92,13,10,0,20,100,77,4.4,4.4,5.3,5.3,2.0,1049,1,0,0,0,1,208751,4615.6,5559.7,20980,4615.6,13637,5559.7,86018,2098.0,10490,104900,96508,1049,0,875.6,871
437,2171,534,319,323,87,0,209,984,70,9.1,15.6,9.1,15.6,8.0,19699,1,0,0,0,1,42766529,179260.9,307304.39999999997,4117091,307304.39999999997,6362777,179260.9,10519266,157592.0,1713813,19383816,6283981,19699,0,19756.1,19699
438,220,90,19,64,39,0,12,200,0,8.8,9.1,10.6,11.0,4.0,2325,1,0,0,0,1,511500,20460.0,25575.0,27900,21157.5,148800,24645.0,209250,9300.0,90675,465000,44175,2325,0,1936.0000000000002,1930
439,1355,535,428,58,224,10,1255,0,0,5.5,6.0,5.5,6.0,26.0,7505,1,0,0,0,1,10169275,41277.5,45030.0,9418775,45030.0,435290,41277.5,4015175,195130.0,1681120,0,3212140,7505,0,7452.5,7505
440,374,170,4,88,126,10,398,0,0,0.8,0.8,1.0,0.9,2.0,363,1,0,0,0,1,135762,290.40000000000003,326.7,144474,290.40000000000003,31944,363.0,61710,726.0,45738,0,1452,363,0,299.2,300
441,62,51,0,0,10,5,66,0,0,5.6,5.3,6.8,6.4,3.0,420,1,0,0,0,1,26040,2352.0,2688.0,27720,2226.0,0,2856.0,21420,1260.0,4200,0,0,420,0,347.2,349
442,311,11,217,3,36,57,324,0,0,6.6,6.3,7.9,7.6,6.0,2455,1,0,0,0,1,763505,16203.0,18658.0,795420,15466.5,7365,19394.5,27005,14730.0,88380,0,532735,2455,0,2052.6,2038
443,132,32,15,13,31,45,136,0,0,4.6,4.4,5.5,5.3,6.0,724,1,0,0,0,1,95568,3330.3999999999996,3837.2,98464,3185.6000000000004,9412,3982.0,23168,4344.0,22444,0,10860,724,0,607.1999999999999,601
444,135,60,17,0,70,0,0,147,0,4.9,4.5,4.9,4.5,15.0,667,0,1,0,0,1,90045,3268.3,3001.5,0,3001.5,0,3268.3,40020,10005.0,46690,98049,11339,0,667,661.5,667
445,79,16,34,0,28,10,81,7,0,45.4,40.7,54.7,49.1,5.0,4319,1,0,0,0,1,341201,196082.6,212062.9,349839,175783.30000000002,0,236249.30000000002,69104,21595.0,120932,30233,146846,4319,0,3586.6,3585
446,155,75,28,10,29,0,14,128,0,12.4,13.5,14.9,16.3,4.0,2308,1,0,0,0,1,357740,28619.2,37620.4,32312,31158.0,23080,34389.200000000004,173100,9232.0,66932,295424,64624,2308,0,1922.0,1916
447,965,433,234,148,245,0,1060,0,0,3.8,3.4,4.1,3.7,30.0,3930,1,0,0,0,1,3792450,14934.0,14541.0,4165800,13362.0,581640,16112.999999999998,1701690,117900.0,962850,0,919620,3930,0,3667.0,3655
448,296,27,166,48,21,50,312,0,0,18.4,17.4,18.4,17.4,10.0,5432,0,1,0,0,1,1607872,99948.79999999999,94516.79999999999,1694784,94516.79999999999,260736,99948.79999999999,146664,54320.0,114072,0,901712,0,5432,5446.4,5432
449,56,3,19,10,24,0,56,0,0,3.0,3.0,3.0,3.0,3.0,170,0,1,0,0,1,9520,510.0,510.0,9520,510.0,1700,510.0,510,510.0,4080,0,3230,0,170,168.0,170
450,206,88,23,31,35,0,73,104,0,8.8,10.3,10.7,12.4,8.0,2196,1,0,0,0,1,452376,19324.800000000003,27230.4,160308,22618.800000000003,68076,23497.199999999997,193248,17568.0,76860,228384,50508,2196,0,1812.8000000000002,1823
451,651,104,385,16,49,27,581,0,0,5.5,6.2,6.7,7.5,4.0,4352,1,0,0,0,1,2833152,23936.0,32640.0,2528512,26982.4,69632,29158.4,452608,17408.0,213248,0,1675520,4352,0,3580.5,3612
452,2323,804,332,0,947,240,636,1552,135,1.7,1.7,1.7,1.7,6.0,3981,0,1,0,0,1,9247863,6767.7,6767.7,2531916,6767.7,0,6767.7,3200724,23886.0,3770007,6178512,1321692,0,3981,3949.1,3981
453,146,46,0,50,41,0,44,93,0,13.6,14.5,16.4,17.4,6.0,2390,1,0,0,0,1,348940,32504.0,41586.0,105160,34655.0,119500,39196.0,109940,14340.0,97990,222270,0,2390,0,1985.6,1984
454,284,49,83,75,51,5,80,183,0,12.8,13.9,15.5,16.7,5.0,4393,1,0,0,0,1,1247612,56230.4,73363.09999999999,351440,61062.700000000004,329475,68091.5,215257,21965.0,224043,803919,364619,4393,0,3635.2000000000003,3646
455,249,47,26,80,84,0,237,0,0,15.3,16.0,15.3,16.0,9.0,3800,0,1,0,0,1,946200,58140.0,60800.0,900600,60800.0,304000,58140.0,178600,34200.0,319200,0,98800,0,3800,3809.7000000000003,3800
456,32,4,7,0,0,30,41,0,0,15.6,12.1,15.6,12.1,3.0,498,1,0,0,0,1,15936,7768.8,6025.8,20418,6025.8,0,7768.8,1992,1494.0,0,0,3486,498,0,499.2,498
457,1908,401,1216,155,107,10,1889,0,0,14.2,14.3,14.2,14.3,48.0,27000,0,0,1,0,1,51516000,383400.0,386100.0,51003000,386100.0,4185000,383400.0,10827000,1296000.0,2889000,0,32832000,0,0,27093.6,27000
458,253,56,149,0,24,24,76,177,0,6.7,6.7,6.7,6.7,7.0,1694,1,0,0,0,1,428582,11349.800000000001,11349.800000000001,128744,11349.800000000001,0,11349.800000000001,94864,11858.0,40656,299838,252406,1694,0,1695.1000000000001,1694
459,184,53,21,43,38,15,170,0,0,16.0,17.4,18.4,20.0,4.0,3393,0,1,0,0,1,624312,54288.0,67860.0,576810,59038.2,145899,62431.2,179829,13572.0,128934,0,71253,0,3393,2944.0,2952
460,76,60,12,0,0,0,0,72,0,4.9,5.2,5.9,6.3,1.0,451,1,0,0,0,1,34276,2209.9,2841.2999999999997,0,2345.2000000000003,0,2660.9,27060,451.0,0,32472,5412,451,0,372.40000000000003,374
461,276,108,5,75,56,0,177,53,14,1.1,1.2,1.1,1.2,4.0,300,1,0,0,0,1,82800,330.0,360.0,53100,360.0,22500,330.0,32400,1200.0,16800,15900,1500,300,0,303.6,300
462,3471,1327,257,534,995,42,3155,0,0,2.2,2.4,2.2,2.4,17.0,7575,0,0,0,1,1,26292825,16665.0,18180.0,23899125,18180.0,4045050,16665.0,10052025,128775.0,7537125,0,1946775,0,0,7636.200000000001,7575
463,380,67,103,77,98,20,365,0,0,8.7,9.1,10.5,11.0,9.0,4002,1,0,0,0,1,1520760,34817.399999999994,44022.0,1460730,36418.2,308154,42021.0,268134,36018.0,392196,0,412206,4002,0,3305.9999999999995,3322
464,155,18,0,69,14,47,148,0,0,33.5,35.1,33.5,35.1,8.0,5196,1,0,0,0,1,805380,174066.0,182379.6,769008,182379.6,358524,174066.0,93528,41568.0,72744,0,0,5196,0,5192.5,5196
465,327,64,142,21,0,100,327,0,0,7.8,7.8,7.8,7.8,16.0,2566,0,1,0,0,1,839082,20014.8,20014.8,839082,20014.8,53886,20014.8,164224,41056.0,0,0,364372,0,2566,2550.6,2566
466,193,82,80,50,14,0,41,182,3,8.7,7.5,10.5,9.0,5.0,2031,1,0,0,0,1,391983,17669.699999999997,18279.0,83271,15232.5,101550,21325.5,166542,10155.0,28434,369642,162480,2031,0,1679.1,1686
467,1108,279,20,314,273,30,916,0,0,22.6,27.4,24.3,29.4,6.0,26940,1,0,0,0,1,29849520,608844.0,792036.0,24677040,738156.0,8459160,654642.0,7516260,161640.0,7354620,0,538800,26940,0,25040.800000000003,25054
468,363,168,10,92,77,5,0,352,0,0.3,0.3,0.4,0.4,10.0,141,1,0,0,0,1,51183,42.3,56.400000000000006,0,42.3,12972,56.400000000000006,23688,1410.0,10857,49632,1410,141,0,108.89999999999999,117
469,249,144,104,6,14,0,268,0,0,2.0,1.9,2.0,1.9,3.0,500,1,0,0,0,1,124500,1000.0,950.0,134000,950.0,3000,1000.0,72000,1500.0,7000,0,52000,500,0,498.0,500
470,769,265,195,235,52,0,178,557,12,16.3,16.8,16.3,16.8,8.0,12551,1,0,0,0,1,9651719,204581.30000000002,210856.80000000002,2234078,210856.80000000002,2949485,204581.30000000002,3326015,100408.0,652652,6990907,2447445,12551,0,12534.7,12551
471,137,54,42,30,7,0,97,36,0,2.9,3.0,2.9,3.0,3.0,399,1,0,0,0,1,54663,1157.1,1197.0,38703,1197.0,11970,1157.1,21546,1197.0,2793,14364,16758,399,0,397.3,399
472,579,215,81,109,112,0,517,0,0,1.4,1.5,1.4,1.5,7.0,784,1,0,0,0,1,453936,1097.6,1176.0,405328,1176.0,85456,1097.6,168560,5488.0,87808,0,63504,784,0,810.5999999999999,784
473,133,39,0,41,24,20,124,0,0,15.9,17.0,18.3,19.6,6.0,2428,0,1,0,0,1,322924,38605.200000000004,47588.8,301072,41276.0,99548,44432.4,94692,14568.0,58272,0,0,0,2428,2114.7000000000003,2112
474,78,7,34,6,21,0,22,46,0,7.7,8.8,8.8,10.1,3.0,690,0,1,0,0,1,53820,5313.0,6969.0,15180,6072.000000000001,4140,6072.000000000001,4830,2070.0,14490,31740,23460,0,690,600.6,600
