FunctionalSize,ValueAdjustmentFactor,ProjectElapsedTime,DevelopmentType,BusinessAreaType,ClientServer,DevelopmentPlatform,LanguageType,FirstOS,MaxTeamSize,NormalisedWorkEffortLevel1
34,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,254
345,1.24,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,20859
115,1.0379370078740158,5.0,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,9.0,1576
2045,1.0379370078740158,3.0,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,3613
19,1.0,2.1,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,1081
721,1.0,6.0,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,12.0,6552
42,1.27,2.73,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,296
129,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Windows,8.448507462686567,1809
109,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,655
1510,1.0379370078740158,11.0,New_Development,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,5740
111,1.21,3.06,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,1521
309,1.0379370078740158,4.9,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,25900
197,1.01,2.0,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,3.0,1049
18,0.74,6.042685887708649,New_Development,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,1015
781,1.0,32.0,New_Development,Banking,Yes,MF,3GL,Mainframe,309.0,45778
212,1.04,4.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,8.0,2325
36,1.0379370078740158,2.2,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,288
58,1.03,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,1694
113,1.0,6.0,Enhancement,Telecommunications,Yes,MF,4GL,Unix,5.0,1350
1987,1.0379370078740158,3.0,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,3613
100,1.0,6.0,New_Development,Telecommunications,Yes,Multi,4GL,Windows,4.0,830
4,1.0,1.38,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,8
66,0.94,3.0,Enhancement,Telecommunications,No,PC,3GL,Mainframe,2.0,349
84,1.07,6.042685887708649,Enhancement,Telecommunications,No,PC,3GL,Mainframe,8.448507462686567,2113
18,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Mainframe,8.448507462686567,783
141,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Mainframe,8.448507462686567,842
897,1.0379370078740158,18.0,New_Development,Telecommunications,Yes,Multi,4GL,Mainframe,2.0,2798
1174,1.0379370078740158,9.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,8.448507462686567,9200
1194,1.0379370078740158,10.8,New_Development,Telecommunications,Yes,PC,4GL,Windows,8.448507462686567,8162
77,1.22,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,91
324,0.96,6.0,New_Development,Telecommunications,Yes,MR,3GL,Unix,6.0,2455
306,1.05,3.62,Enhancement,Telecommunications,Yes,MR,3GL,Unix,8.448507462686567,2201
136,0.97,6.0,New_Development,Telecommunications,Yes,MR,4GL,Unix,2.0,724
270,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,3846
189,1.12,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,1240
88,0.9,5.0,Enhancement,Telecommunications,Yes,PC,4GL,Windows,9.0,4319
58,1.12,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,1835
231,1.0,12.0,New_Development,Banking,Yes,MF,3GL,Mainframe,4.0,4116
122,1.0379370078740158,3.0,Enhancement,Banking,Yes,MF,3GL,Mainframe,4.0,948
78,1.0379370078740158,4.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,15.0,3227
250,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Mainframe,8.448507462686567,2055
56,0.93,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,133
581,1.12,4.0,New_Development,Telecommunications,Yes,MF,3GL,Unix,9.0,4352
202,1.0,18.0,New_Development,Telecommunications,Yes,MF,3GL,Unix,8.0,13415
14,1.0379370078740158,2.0,New_Development,Telecommunications,No,PC,3GL,Unix,8.448507462686567,480
105,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,610
2468,1.0,6.042685887708649,New_Development,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,33760
44,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,73
4,1.27,2.33,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,15
137,1.06,6.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,14.0,2390
131,1.0,7.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,5.0,498
263,1.08,5.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,8.448507462686567,4393
305,1.0,3.0,New_Development,Telecommunications,Yes,MR,4GL,Unix,5.0,623
438,1.0,1.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,6.0,2142
407,1.0,7.0,New_Development,Banking,Yes,MF,3GL,Mainframe,8.0,9013
213,1.0,7.0,New_Development,Banking,Yes,MF,3GL,Mainframe,2.0,1025
72,1.05,1.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,451
724,1.0379370078740158,3.5,New_Development,Telecommunications,Yes,MR,3GL,Unix,8.448507462686567,3092
365,1.04,9.0,New_Development,Telecommunications,Yes,PC,4GL,Unix,4.0,3322
77,1.02,2.93,Enhancement,Telecommunications,Yes,PC,4GL,Unix,8.448507462686567,938
139,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,2405
238,1.0,6.0,New_Development,Telecommunications,Yes,MF,3GL,Unix,3.0,1386
353,1.0379370078740158,11.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,24.0,9899
85,1.0379370078740158,1.0,New_Development,Telecommunications,No,PC,4GL,Unix,8.448507462686567,1119
19,1.0379370078740158,2.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,8.448507462686567,558
703,1.0,6.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,8.0,4186
786,1.0,5.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,5.0,3836
119,1.0379370078740158,11.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,8.448507462686567,2321
328,1.0,10.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,3.0,864
53,1.0,3.0,New_Development,Banking,No,MF,3GL,Mainframe,3.0,849
194,0.88,6.042685887708649,New_Development,Banking,No,MF,3GL,Mainframe,8.448507462686567,2853
226,0.85,5.0,Enhancement,Telecommunications,No,MF,4GL,Mainframe,4.0,2031
36,0.69,2.86,Enhancement,Telecommunications,No,MF,4GL,Mainframe,8.448507462686567,297
118,1.0,4.0,Enhancement,Telecommunications,No,MF,4GL,Mainframe,4.0,716
1169,1.0,5.0,New_Development,Telecommunications,No,MF,4GL,Mainframe,17.0,4256
93,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,No,MF,3GL,Mainframe,8.448507462686567,2382
10,1.0379370078740158,0.6,Enhancement,Telecommunications,No,MF,3GL,Mainframe,8.448507462686567,51
325,1.03,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,4219
87,1.0379370078740158,2.0,Enhancement,Telecommunications,No,MF,4GL,Unix,8.448507462686567,619
101,1.0,1.0,Enhancement,Telecommunications,No,MF,3GL,Unix,5.0,889
403,1.0,6.0,Enhancement,Telecommunications,No,MF,3GL,Unix,7.0,901
29,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,No,MF,3GL,Unix,8.448507462686567,512
115,1.0379370078740158,6.0,Enhancement,Telecommunications,No,PC,4GL,Mainframe,8.448507462686567,1764
22,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,813
8,1.0379370078740158,0.82,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,60
177,1.0,8.0,New_Development,Telecommunications,Yes,Multi,4GL,Mainframe,3.0,789
80,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,967
162,0.65,3.0,Enhancement,Banking,Yes,MF,4GL,Windows,8.448507462686567,774
24,1.17,2.17,Enhancement,Banking,Yes,MF,3GL,Windows,8.448507462686567,59
228,1.06,8.0,New_Development,Banking,Yes,MF,3GL,Windows,8.448507462686567,4067
1993,1.0,3.0,Enhancement,Banking,Yes,MF,3GL,Windows,16.0,648
266,1.0,1.0,Enhancement,Banking,Yes,MF,3GL,Windows,4.0,238
1247,1.0379370078740158,3.0,Enhancement,Banking,Yes,PC,3GL,Windows,22.5,12794
729,1.16,13.0,New_Development,Banking,Yes,MF,3GL,Mainframe,7.0,16179
113,1.0,5.0,New_Development,Banking,Yes,MF,3GL,Mainframe,2.0,835
84,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,3GL,Mainframe,8.448507462686567,1098
80,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,684
68,1.0379370078740158,8.35,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,200
23,1.0379370078740158,1.6,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,480
202,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,4GL,Mainframe,8.448507462686567,4985
1417,1.0,5.0,New_Development,Banking,Yes,Multi,3GL,Mainframe,15.0,20762
81,1.3,6.042685887708649,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,1214
99,1.09,6.042685887708649,Enhancement,Banking,Yes,MF,3GL,Unix,8.448507462686567,2815
104,1.0379370078740158,6.0,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,7677
224,1.0,6.0,New_Development,Banking,Yes,MF,3GL,Mainframe,5.0,2767
1028,1.0,6.042685887708649,New_Development,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,819
146,1.0,3.0,Enhancement,Banking,Yes,MF,3GL,Mainframe,2.0,612
400,1.0,9.0,Enhancement,Banking,Yes,MF,3GL,Mainframe,10.0,2350
68,1.0379370078740158,1.0,Enhancement,Banking,No,MF,4GL,Unix,8.448507462686567,385
31,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,4GL,Unix,8.448507462686567,1106
50,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,4GL,Unix,8.448507462686567,967
4078,1.0,24.0,New_Development,Banking,Yes,Multi,4GL,Unix,41.0,59878
1471,1.0,9.0,New_Development,Telecommunications,Yes,Multi,4GL,Unix,22.0,2704
197,1.17,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,1214
291,1.0,2.0,New_Development,Telecommunications,Yes,Multi,4GL,Unix,3.0,710
