Dataset                      Metric                   metric valor    d     l
../datasets_2/kemerer.arff   MAE                      102.906         1  0.25
../datasets_2/kemerer.arff   Median Absolute Error     86.1545        1  0.25
../datasets_2/kemerer.arff   RMSE                     105.871         1  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.438495      1  0.25
../datasets_2/kemerer.arff   MAE                      100.124         2  0.05
../datasets_2/kemerer.arff   Median Absolute Error     85.4133        2  0.05
../datasets_2/kemerer.arff   RMSE                     102.552         2  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.349706      2  0.05
../datasets_2/kemerer.arff   MAE                       94.9632        2  0.1
../datasets_2/kemerer.arff   Median Absolute Error     84.9431        2  0.1
../datasets_2/kemerer.arff   RMSE                      98.5314        2  0.1
../datasets_2/kemerer.arff   R2 Score                  -0.245953      2  0.1
../datasets_2/kemerer.arff   MAE                       97.4908        2  0.15
../datasets_2/kemerer.arff   Median Absolute Error     81.9268        2  0.15
../datasets_2/kemerer.arff   RMSE                     100.491         2  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.296012      2  0.15
../datasets_2/kemerer.arff   MAE                      106.753         2  0.2
../datasets_2/kemerer.arff   Median Absolute Error    103.543         2  0.2
../datasets_2/kemerer.arff   RMSE                     108.342         2  0.2
../datasets_2/kemerer.arff   R2 Score                  -0.506425      2  0.2
../datasets_2/kemerer.arff   MAE                       99.621         2  0.25
../datasets_2/kemerer.arff   Median Absolute Error     90.3967        2  0.25
../datasets_2/kemerer.arff   RMSE                     103.204         2  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.366924      2  0.25
../datasets_2/kemerer.arff   MAE                       95.5069        3  0.05
../datasets_2/kemerer.arff   Median Absolute Error     82.2906        3  0.05
../datasets_2/kemerer.arff   RMSE                     100.996         3  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.309055      3  0.05
../datasets_2/kemerer.arff   MAE                      106.188         3  0.1
../datasets_2/kemerer.arff   Median Absolute Error     97.7408        3  0.1
../datasets_2/kemerer.arff   RMSE                     109.396         3  0.1
../datasets_2/kemerer.arff   R2 Score                  -0.535883      3  0.1
../datasets_2/kemerer.arff   MAE                       90.4851        3  0.15
../datasets_2/kemerer.arff   Median Absolute Error     72.0292        3  0.15
../datasets_2/kemerer.arff   RMSE                      97.5823        3  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.222065      3  0.15
../datasets_2/kemerer.arff   MAE                      103.735         3  0.2
../datasets_2/kemerer.arff   Median Absolute Error     97.6335        3  0.2
../datasets_2/kemerer.arff   RMSE                     107.788         3  0.2
../datasets_2/kemerer.arff   R2 Score                  -0.491041      3  0.2
../datasets_2/kemerer.arff   MAE                       93.4619        3  0.25
../datasets_2/kemerer.arff   Median Absolute Error    109.329         3  0.25
../datasets_2/kemerer.arff   RMSE                     103.607         3  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.37762       3  0.25
../datasets_2/kemerer.arff   MAE                       95.625         4  0.05
../datasets_2/kemerer.arff   Median Absolute Error     75.0715        4  0.05
../datasets_2/kemerer.arff   RMSE                     100.954         4  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.307983      4  0.05
../datasets_2/kemerer.arff   MAE                       86.9229        4  0.1
../datasets_2/kemerer.arff   Median Absolute Error     64.8778        4  0.1
../datasets_2/kemerer.arff   RMSE                      95.075         4  0.1
../datasets_2/kemerer.arff   R2 Score                  -0.160072      4  0.1
../datasets_2/kemerer.arff   MAE                       86.6816        4  0.15
../datasets_2/kemerer.arff   Median Absolute Error     79.0009        4  0.15
../datasets_2/kemerer.arff   RMSE                      95.891         4  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.180071      4  0.15
../datasets_2/kemerer.arff   MAE                       87.6613        4  0.2
../datasets_2/kemerer.arff   Median Absolute Error     72.9724        4  0.2
../datasets_2/kemerer.arff   RMSE                      96.4736        4  0.2
../datasets_2/kemerer.arff   R2 Score                  -0.194453      4  0.2
../datasets_2/kemerer.arff   MAE                      102.263         4  0.25
../datasets_2/kemerer.arff   Median Absolute Error     93.5324        4  0.25
../datasets_2/kemerer.arff   RMSE                     106.183         4  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.446969      4  0.25
../datasets_2/kemerer.arff   MAE                       95.6096        5  0.05
../datasets_2/kemerer.arff   Median Absolute Error     84.7484        5  0.05
../datasets_2/kemerer.arff   RMSE                      98.5957        5  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.247579      5  0.05
../datasets_2/kemerer.arff   MAE                       90.6056        5  0.1
../datasets_2/kemerer.arff   Median Absolute Error     91.9958        5  0.1
../datasets_2/kemerer.arff   RMSE                      96.499         5  0.1
../datasets_2/kemerer.arff   R2 Score                  -0.195083      5  0.1
../datasets_2/kemerer.arff   MAE                       88.0446        5  0.15
../datasets_2/kemerer.arff   Median Absolute Error     76.9483        5  0.15
../datasets_2/kemerer.arff   RMSE                      94.2469        5  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.139953      5  0.15
../datasets_2/kemerer.arff   MAE                       98.5122        5  0.2
../datasets_2/kemerer.arff   Median Absolute Error     85.2177        5  0.2
../datasets_2/kemerer.arff   RMSE                     101.13          5  0.2
../datasets_2/kemerer.arff   R2 Score                  -0.312545      5  0.2
../datasets_2/kemerer.arff   MAE                      108.891         5  0.25
../datasets_2/kemerer.arff   Median Absolute Error    116.416         5  0.25
../datasets_2/kemerer.arff   RMSE                     111.145         5  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.585383      5  0.25
../datasets_2/cocomo81.arff  MAE                      854.446         1  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    264.315         1  0.05
../datasets_2/cocomo81.arff  RMSE                    2260.21          1  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.433913      1  0.05
../datasets_2/cocomo81.arff  MAE                      780.794         1  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    179.733         1  0.1
../datasets_2/cocomo81.arff  RMSE                    2047.73          1  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.535341      1  0.1
../datasets_2/cocomo81.arff  MAE                      741.14          1  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    195.714         1  0.15
../datasets_2/cocomo81.arff  RMSE                    1927.23          1  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.588421      1  0.15
../datasets_2/cocomo81.arff  MAE                      724.178         1  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    207.472         1  0.2
../datasets_2/cocomo81.arff  RMSE                    1869.54          1  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.612693      1  0.2
../datasets_2/cocomo81.arff  MAE                      683.393         1  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    134.977         1  0.25
../datasets_2/cocomo81.arff  RMSE                    1823.7           1  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.631451      1  0.25
../datasets_2/cocomo81.arff  MAE                      592.497         2  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    149.096         2  0.05
../datasets_2/cocomo81.arff  RMSE                    1512.56          2  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.746479      2  0.05
../datasets_2/cocomo81.arff  MAE                      582.344         2  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    135.749         2  0.1
../datasets_2/cocomo81.arff  RMSE                    1515.56          2  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.745474      2  0.1
../datasets_2/cocomo81.arff  MAE                      556.88          2  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    112.613         2  0.15
../datasets_2/cocomo81.arff  RMSE                    1470.45          2  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.760399      2  0.15
../datasets_2/cocomo81.arff  MAE                      565.7           2  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    116.461         2  0.2
../datasets_2/cocomo81.arff  RMSE                    1490.3           2  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.753888      2  0.2
../datasets_2/cocomo81.arff  MAE                      572.912         2  0.25
../datasets_2/cocomo81.arff  Median Absolute Error     97.2319        2  0.25
../datasets_2/cocomo81.arff  RMSE                    1491.08          2  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.753628      2  0.25
../datasets_2/cocomo81.arff  MAE                      579.458         3  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    234.363         3  0.05
../datasets_2/cocomo81.arff  RMSE                    1426.32          3  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.774564      3  0.05
../datasets_2/cocomo81.arff  MAE                      579.407         3  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    240.93          3  0.1
../datasets_2/cocomo81.arff  RMSE                    1432.11          3  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.772731      3  0.1
../datasets_2/cocomo81.arff  MAE                      559.281         3  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    216.149         3  0.15
../datasets_2/cocomo81.arff  RMSE                    1423.65          3  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.775407      3  0.15
../datasets_2/cocomo81.arff  MAE                      560.348         3  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    211.61          3  0.2
../datasets_2/cocomo81.arff  RMSE                    1414.78          3  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.778198      3  0.2
../datasets_2/cocomo81.arff  MAE                      581.919         3  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    269.348         3  0.25
../datasets_2/cocomo81.arff  RMSE                    1434.21          3  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.772065      3  0.25
../datasets_2/cocomo81.arff  MAE                      594.472         4  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    190.325         4  0.05
../datasets_2/cocomo81.arff  RMSE                    1460.47          4  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.763642      4  0.05
../datasets_2/cocomo81.arff  MAE                      592.909         4  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    176.514         4  0.1
../datasets_2/cocomo81.arff  RMSE                    1445.47          4  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.768472      4  0.1
../datasets_2/cocomo81.arff  MAE                      595.942         4  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    176.081         4  0.15
../datasets_2/cocomo81.arff  RMSE                    1449.27          4  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.767251      4  0.15
../datasets_2/cocomo81.arff  MAE                      595.219         4  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    123.969         4  0.2
../datasets_2/cocomo81.arff  RMSE                    1468.99          4  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.760875      4  0.2
../datasets_2/cocomo81.arff  MAE                      607.434         4  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    227.706         4  0.25
../datasets_2/cocomo81.arff  RMSE                    1454.42          4  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.765594      4  0.25
../datasets_2/cocomo81.arff  MAE                      599.193         5  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    203.906         5  0.05
../datasets_2/cocomo81.arff  RMSE                    1454.52          5  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.765563      5  0.05
../datasets_2/cocomo81.arff  MAE                      593.842         5  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    190.061         5  0.1
../datasets_2/cocomo81.arff  RMSE                    1483.03          5  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.756281      5  0.1
../datasets_2/cocomo81.arff  MAE                      594.889         5  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    199.583         5  0.15
../datasets_2/cocomo81.arff  RMSE                    1477.35          5  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.758145      5  0.15
../datasets_2/cocomo81.arff  MAE                      612.826         5  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    248.873         5  0.2
../datasets_2/cocomo81.arff  RMSE                    1485.5           5  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.75547       5  0.2
../datasets_2/cocomo81.arff  MAE                      596.767         5  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    170.088         5  0.25
../datasets_2/cocomo81.arff  RMSE                    1488.9           5  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.754349      5  0.25
../datasets_2/china.arff     MAE                      402.051         1  0.05
../datasets_2/china.arff     Median Absolute Error    201.505         1  0.05
../datasets_2/china.arff     RMSE                     761.131         1  0.05
../datasets_2/china.arff     R2 Score                   0.981679      1  0.05
../datasets_2/china.arff     MAE                      391.908         1  0.1
../datasets_2/china.arff     Median Absolute Error    173.92          1  0.1
../datasets_2/china.arff     RMSE                     923.325         1  0.1
../datasets_2/china.arff     R2 Score                   0.973039      1  0.1
../datasets_2/china.arff     MAE                      431.744         1  0.15
../datasets_2/china.arff     Median Absolute Error    141.295         1  0.15
../datasets_2/china.arff     RMSE                     970.572         1  0.15
../datasets_2/china.arff     R2 Score                   0.970209      1  0.15
../datasets_2/china.arff     MAE                      438.427         1  0.2
../datasets_2/china.arff     Median Absolute Error    137.397         1  0.2
../datasets_2/china.arff     RMSE                    1042.32          1  0.2
../datasets_2/china.arff     R2 Score                   0.965642      1  0.2
../datasets_2/china.arff     MAE                      462.526         1  0.25
../datasets_2/china.arff     Median Absolute Error    172.354         1  0.25
../datasets_2/china.arff     RMSE                    1114.31          1  0.25
../datasets_2/china.arff     R2 Score                   0.960731      1  0.25
../datasets_2/china.arff     MAE                      377.994         2  0.05
../datasets_2/china.arff     Median Absolute Error    117.131         2  0.05
../datasets_2/china.arff     RMSE                     915.795         2  0.05
../datasets_2/china.arff     R2 Score                   0.973477      2  0.05
../datasets_2/china.arff     MAE                      351.188         2  0.1
../datasets_2/china.arff     Median Absolute Error     97.8068        2  0.1
../datasets_2/china.arff     RMSE                     880.231         2  0.1
../datasets_2/china.arff     R2 Score                   0.975497      2  0.1
../datasets_2/china.arff     MAE                      356.009         2  0.15
../datasets_2/china.arff     Median Absolute Error     99.5161        2  0.15
../datasets_2/china.arff     RMSE                     918.839         2  0.15
../datasets_2/china.arff     R2 Score                   0.9733        2  0.15
../datasets_2/china.arff     MAE                      327.255         2  0.2
../datasets_2/china.arff     Median Absolute Error    117.953         2  0.2
../datasets_2/china.arff     RMSE                     779.428         2  0.2
../datasets_2/china.arff     R2 Score                   0.980787      2  0.2
../datasets_2/china.arff     MAE                      320.058         2  0.25
../datasets_2/china.arff     Median Absolute Error     86.1703        2  0.25
../datasets_2/china.arff     RMSE                     741.454         2  0.25
../datasets_2/china.arff     R2 Score                   0.982614      2  0.25
../datasets_2/china.arff     MAE                      378.389         3  0.05
../datasets_2/china.arff     Median Absolute Error    105.878         3  0.05
../datasets_2/china.arff     RMSE                    1177.14          3  0.05
../datasets_2/china.arff     R2 Score                   0.956178      3  0.05
../datasets_2/china.arff     MAE                      377.026         3  0.1
../datasets_2/china.arff     Median Absolute Error    115.36          3  0.1
../datasets_2/china.arff     RMSE                    1165.86          3  0.1
../datasets_2/china.arff     R2 Score                   0.957014      3  0.1
../datasets_2/china.arff     MAE                      371.268         3  0.15
../datasets_2/china.arff     Median Absolute Error     82.0996        3  0.15
../datasets_2/china.arff     RMSE                    1187.15          3  0.15
../datasets_2/china.arff     R2 Score                   0.95543       3  0.15
../datasets_2/china.arff     MAE                      372.273         3  0.2
../datasets_2/china.arff     Median Absolute Error    100.821         3  0.2
../datasets_2/china.arff     RMSE                    1150.4           3  0.2
../datasets_2/china.arff     R2 Score                   0.958147      3  0.2
../datasets_2/china.arff     MAE                      383.136         3  0.25
../datasets_2/china.arff     Median Absolute Error    131.678         3  0.25
../datasets_2/china.arff     RMSE                    1263.25          3  0.25
../datasets_2/china.arff     R2 Score                   0.949533      3  0.25
../datasets_2/china.arff     MAE                      433.222         4  0.05
../datasets_2/china.arff     Median Absolute Error     84.0669        4  0.05
../datasets_2/china.arff     RMSE                    1583.04          4  0.05
../datasets_2/china.arff     R2 Score                   0.920746      4  0.05
../datasets_2/china.arff     MAE                      420.252         4  0.1
../datasets_2/china.arff     Median Absolute Error    100.665         4  0.1
../datasets_2/china.arff     RMSE                    1476.17          4  0.1
../datasets_2/china.arff     R2 Score                   0.931086      4  0.1
../datasets_2/china.arff     MAE                      443.923         4  0.15
../datasets_2/china.arff     Median Absolute Error     91.8642        4  0.15
../datasets_2/china.arff     RMSE                    1599.82          4  0.15
../datasets_2/china.arff     R2 Score                   0.919058      4  0.15
../datasets_2/china.arff     MAE                      413.113         4  0.2
../datasets_2/china.arff     Median Absolute Error     89.5165        4  0.2
../datasets_2/china.arff     RMSE                    1516.46          4  0.2
../datasets_2/china.arff     R2 Score                   0.927273      4  0.2
../datasets_2/china.arff     MAE                      444.315         4  0.25
../datasets_2/china.arff     Median Absolute Error    114.812         4  0.25
../datasets_2/china.arff     RMSE                    1619.64          4  0.25
../datasets_2/china.arff     R2 Score                   0.91704       4  0.25
../datasets_2/china.arff     MAE                      493.886         5  0.05
../datasets_2/china.arff     Median Absolute Error     84.3787        5  0.05
../datasets_2/china.arff     RMSE                    1550.29          5  0.05
../datasets_2/china.arff     R2 Score                   0.923992      5  0.05
../datasets_2/china.arff     MAE                      480.759         5  0.1
../datasets_2/china.arff     Median Absolute Error     99.3745        5  0.1
../datasets_2/china.arff     RMSE                    1497.43          5  0.1
../datasets_2/china.arff     R2 Score                   0.929087      5  0.1
../datasets_2/china.arff     MAE                      485.623         5  0.15
../datasets_2/china.arff     Median Absolute Error     94.9625        5  0.15
../datasets_2/china.arff     RMSE                    1541.31          5  0.15
../datasets_2/china.arff     R2 Score                   0.92487       5  0.15
../datasets_2/china.arff     MAE                      488.478         5  0.2
../datasets_2/china.arff     Median Absolute Error     82.9477        5  0.2
../datasets_2/china.arff     RMSE                    1609.49          5  0.2
../datasets_2/china.arff     R2 Score                   0.918077      5  0.2
../datasets_2/china.arff     MAE                      511.988         5  0.25
../datasets_2/china.arff     Median Absolute Error     90.8023        5  0.25
../datasets_2/china.arff     RMSE                    1681.39          5  0.25
../datasets_2/china.arff     R2 Score                   0.910593      5  0.25
../datasets_2/albrecht.arff  MAE                       20.7004        1  0.05
../datasets_2/albrecht.arff  Median Absolute Error      2.85246       1  0.05
../datasets_2/albrecht.arff  RMSE                      31.0929        1  0.05
../datasets_2/albrecht.arff  R2 Score                   0.556967      1  0.05
../datasets_2/albrecht.arff  MAE                       21.7845        1  0.1
../datasets_2/albrecht.arff  Median Absolute Error      3.1074        1  0.1
../datasets_2/albrecht.arff  RMSE                      32.9804        1  0.1
../datasets_2/albrecht.arff  R2 Score                   0.501544      1  0.1
../datasets_2/albrecht.arff  MAE                       20.7291        1  0.15
../datasets_2/albrecht.arff  Median Absolute Error      3.82449       1  0.15
../datasets_2/albrecht.arff  RMSE                      31.2535        1  0.15
../datasets_2/albrecht.arff  R2 Score                   0.552378      1  0.15
../datasets_2/albrecht.arff  MAE                       20.31          1  0.2
../datasets_2/albrecht.arff  Median Absolute Error      4.93399       1  0.2
../datasets_2/albrecht.arff  RMSE                      30.0694        1  0.2
../datasets_2/albrecht.arff  R2 Score                   0.585654      1  0.2
../datasets_2/albrecht.arff  MAE                       21.4743        1  0.25
../datasets_2/albrecht.arff  Median Absolute Error      3.37897       1  0.25
../datasets_2/albrecht.arff  RMSE                      32.8148        1  0.25
../datasets_2/albrecht.arff  R2 Score                   0.506537      1  0.25
../datasets_2/albrecht.arff  MAE                       21.7055        2  0.05
../datasets_2/albrecht.arff  Median Absolute Error      1.42697       2  0.05
../datasets_2/albrecht.arff  RMSE                      33.4485        2  0.05
../datasets_2/albrecht.arff  R2 Score                   0.487294      2  0.05
../datasets_2/albrecht.arff  MAE                       20.4741        2  0.1
../datasets_2/albrecht.arff  Median Absolute Error      2.86827       2  0.1
../datasets_2/albrecht.arff  RMSE                      30.7909        2  0.1
../datasets_2/albrecht.arff  R2 Score                   0.565531      2  0.1
../datasets_2/albrecht.arff  MAE                       24.3129        2  0.15
../datasets_2/albrecht.arff  Median Absolute Error      2.12684       2  0.15
../datasets_2/albrecht.arff  RMSE                      37.4238        2  0.15
../datasets_2/albrecht.arff  R2 Score                   0.358185      2  0.15
../datasets_2/albrecht.arff  MAE                       20.514         2  0.2
../datasets_2/albrecht.arff  Median Absolute Error      3.85298       2  0.2
../datasets_2/albrecht.arff  RMSE                      30.3869        2  0.2
../datasets_2/albrecht.arff  R2 Score                   0.576858      2  0.2
../datasets_2/albrecht.arff  MAE                       22.528         2  0.25
../datasets_2/albrecht.arff  Median Absolute Error      3.86118       2  0.25
../datasets_2/albrecht.arff  RMSE                      34.0303        2  0.25
../datasets_2/albrecht.arff  R2 Score                   0.469303      2  0.25
../datasets_2/albrecht.arff  MAE                       21.2517        3  0.05
../datasets_2/albrecht.arff  Median Absolute Error      3.56177       3  0.05
../datasets_2/albrecht.arff  RMSE                      32.0943        3  0.05
../datasets_2/albrecht.arff  R2 Score                   0.527969      3  0.05
../datasets_2/albrecht.arff  MAE                       21.4344        3  0.1
../datasets_2/albrecht.arff  Median Absolute Error      5.08541       3  0.1
../datasets_2/albrecht.arff  RMSE                      31.7459        3  0.1
../datasets_2/albrecht.arff  R2 Score                   0.538163      3  0.1
../datasets_2/albrecht.arff  MAE                       23.0776        3  0.15
../datasets_2/albrecht.arff  Median Absolute Error      2.88359       3  0.15
../datasets_2/albrecht.arff  RMSE                      35.2149        3  0.15
../datasets_2/albrecht.arff  R2 Score                   0.431715      3  0.15
../datasets_2/albrecht.arff  MAE                       23.8503        3  0.2
../datasets_2/albrecht.arff  Median Absolute Error      3.28129       3  0.2
../datasets_2/albrecht.arff  RMSE                      35.671         3  0.2
../datasets_2/albrecht.arff  R2 Score                   0.416897      3  0.2
../datasets_2/albrecht.arff  MAE                       22.5434        3  0.25
../datasets_2/albrecht.arff  Median Absolute Error      3.63809       3  0.25
../datasets_2/albrecht.arff  RMSE                      34.1366        3  0.25
../datasets_2/albrecht.arff  R2 Score                   0.465982      3  0.25
../datasets_2/albrecht.arff  MAE                       22.8068        4  0.05
../datasets_2/albrecht.arff  Median Absolute Error      8.2896        4  0.05
../datasets_2/albrecht.arff  RMSE                      33.3355        4  0.05
../datasets_2/albrecht.arff  R2 Score                   0.490753      4  0.05
../datasets_2/albrecht.arff  MAE                       22.4886        4  0.1
../datasets_2/albrecht.arff  Median Absolute Error      8.91123       4  0.1
../datasets_2/albrecht.arff  RMSE                      32.3352        4  0.1
../datasets_2/albrecht.arff  R2 Score                   0.520858      4  0.1
../datasets_2/albrecht.arff  MAE                       22.9344        4  0.15
../datasets_2/albrecht.arff  Median Absolute Error      6.19673       4  0.15
../datasets_2/albrecht.arff  RMSE                      33.5025        4  0.15
../datasets_2/albrecht.arff  R2 Score                   0.485639      4  0.15
../datasets_2/albrecht.arff  MAE                       23.1484        4  0.2
../datasets_2/albrecht.arff  Median Absolute Error      7.04589       4  0.2
../datasets_2/albrecht.arff  RMSE                      33.7661        4  0.2
../datasets_2/albrecht.arff  R2 Score                   0.477511      4  0.2
../datasets_2/albrecht.arff  MAE                       23.4259        4  0.25
../datasets_2/albrecht.arff  Median Absolute Error      7.50115       4  0.25
../datasets_2/albrecht.arff  RMSE                      34.4145        4  0.25
../datasets_2/albrecht.arff  R2 Score                   0.457253      4  0.25
../datasets_2/albrecht.arff  MAE                       21.2859        5  0.05
../datasets_2/albrecht.arff  Median Absolute Error      5.90666       5  0.05
../datasets_2/albrecht.arff  RMSE                      31.4611        5  0.05
../datasets_2/albrecht.arff  R2 Score                   0.546412      5  0.05
../datasets_2/albrecht.arff  MAE                       19.7354        5  0.1
../datasets_2/albrecht.arff  Median Absolute Error      4.49945       5  0.1
../datasets_2/albrecht.arff  RMSE                      29.5091        5  0.1
../datasets_2/albrecht.arff  R2 Score                   0.60095       5  0.1
../datasets_2/albrecht.arff  MAE                       21.3955        5  0.15
../datasets_2/albrecht.arff  Median Absolute Error      7.7082        5  0.15
../datasets_2/albrecht.arff  RMSE                      30.5279        5  0.15
../datasets_2/albrecht.arff  R2 Score                   0.57292       5  0.15
../datasets_2/albrecht.arff  MAE                       20.3502        5  0.2
../datasets_2/albrecht.arff  Median Absolute Error      6.67071       5  0.2
../datasets_2/albrecht.arff  RMSE                      29.0614        5  0.2
../datasets_2/albrecht.arff  R2 Score                   0.612968      5  0.2
../datasets_2/albrecht.arff  MAE                       22.2289        5  0.25
../datasets_2/albrecht.arff  Median Absolute Error      8.91405       5  0.25
../datasets_2/albrecht.arff  RMSE                      31.1084        5  0.25
../datasets_2/albrecht.arff  R2 Score                   0.556523      5  0.25
../datasets_2/kemerer.arff   MAE                       78.4901        1  0.05
../datasets_2/kemerer.arff   Median Absolute Error     72.8675        1  0.05
../datasets_2/kemerer.arff   RMSE                      82.0303        1  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.0349591     1  0.05
../datasets_2/kemerer.arff   MAE                       79.685         1  0.1
../datasets_2/kemerer.arff   Median Absolute Error     57.7719        1  0.1
../datasets_2/kemerer.arff   RMSE                      87.6813        1  0.1
../datasets_2/kemerer.arff   R2 Score                  -0.182464      1  0.1
../datasets_2/kemerer.arff   MAE                       85.0289        1  0.15
../datasets_2/kemerer.arff   Median Absolute Error     61.468         1  0.15
../datasets_2/kemerer.arff   RMSE                      94.105         1  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.362071      1  0.15
../datasets_2/kemerer.arff   MAE                       82.7304        1  0.2
../datasets_2/kemerer.arff   Median Absolute Error     59.1405        1  0.2
../datasets_2/kemerer.arff   RMSE                      92.5806        1  0.2
../datasets_2/kemerer.arff   R2 Score                  -0.318301      1  0.2
../datasets_2/kemerer.arff   MAE                       86.4718        1  0.25
../datasets_2/kemerer.arff   Median Absolute Error     64.8562        1  0.25
../datasets_2/kemerer.arff   RMSE                      97.7473        1  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.469549      1  0.25
../datasets_2/kemerer.arff   MAE                       94.3582        2  0.05
../datasets_2/kemerer.arff   Median Absolute Error    117.733         2  0.05
../datasets_2/kemerer.arff   RMSE                     101.626         2  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.58849       2  0.05
../datasets_2/kemerer.arff   MAE                       93.8753        2  0.1
../datasets_2/kemerer.arff   Median Absolute Error    119.231         2  0.1
../datasets_2/kemerer.arff   RMSE                     101.395         2  0.1
../datasets_2/kemerer.arff   R2 Score                  -0.581279      2  0.1
../datasets_2/kemerer.arff   MAE                       87.537         2  0.15
../datasets_2/kemerer.arff   Median Absolute Error    108.599         2  0.15
../datasets_2/kemerer.arff   RMSE                      93.2222        2  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.336635      2  0.15
../datasets_2/kemerer.arff   MAE                       95.4471        2  0.2
../datasets_2/kemerer.arff   Median Absolute Error    116.303         2  0.2
../datasets_2/kemerer.arff   RMSE                     104.667         2  0.2
../datasets_2/kemerer.arff   R2 Score                  -0.684965      2  0.2
../datasets_2/kemerer.arff   MAE                       95.7056        2  0.25
../datasets_2/kemerer.arff   Median Absolute Error    123.609         2  0.25
../datasets_2/kemerer.arff   RMSE                     104.225         2  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.67078       2  0.25
../datasets_2/kemerer.arff   MAE                       44.922         3  0.05
../datasets_2/kemerer.arff   Median Absolute Error     33.0695        3  0.05
../datasets_2/kemerer.arff   RMSE                      50.7147        3  0.05
../datasets_2/kemerer.arff   R2 Score                   0.604413      3  0.05
../datasets_2/kemerer.arff   MAE                       45.0356        3  0.1
../datasets_2/kemerer.arff   Median Absolute Error     32.9034        3  0.1
../datasets_2/kemerer.arff   RMSE                      51.0521        3  0.1
../datasets_2/kemerer.arff   R2 Score                   0.599131      3  0.1
../datasets_2/kemerer.arff   MAE                       46.8722        3  0.15
../datasets_2/kemerer.arff   Median Absolute Error     29.0275        3  0.15
../datasets_2/kemerer.arff   RMSE                      53.9833        3  0.15
../datasets_2/kemerer.arff   R2 Score                   0.551778      3  0.15
