Dataset                      Metric                   Metric Value    d    n
../datasets_2/albrecht.arff  Median Absolute Error      6.5           8   13
../datasets_2/albrecht.arff  RMSE                      35.5153        8   13
../datasets_2/albrecht.arff  R2 Score                   0.00682676    8   13
../datasets_2/albrecht.arff  MAE                        9.47          8   14
../datasets_2/albrecht.arff  Median Absolute Error      6.1           8   14
../datasets_2/albrecht.arff  RMSE                      11.9368        8   14
../datasets_2/albrecht.arff  R2 Score                   0.887807      8   14
../datasets_2/albrecht.arff  MAE                        9.09          8   15
../datasets_2/albrecht.arff  Median Absolute Error      6.5           8   15
../datasets_2/albrecht.arff  RMSE                      11.6143        8   15
../datasets_2/albrecht.arff  R2 Score                   0.893786      8   15
../datasets_2/albrecht.arff  MAE                        8.47          8   16
../datasets_2/albrecht.arff  Median Absolute Error      4.85          8   16
../datasets_2/albrecht.arff  RMSE                      11.6313        8   16
../datasets_2/albrecht.arff  R2 Score                   0.893476      8   16
../datasets_2/albrecht.arff  MAE                        6.98          8   17
../datasets_2/albrecht.arff  Median Absolute Error      2.8           8   17
../datasets_2/albrecht.arff  RMSE                      10.7379        8   17
../datasets_2/albrecht.arff  R2 Score                   0.909212      8   17
../datasets_2/albrecht.arff  MAE                       15.66          8   18
../datasets_2/albrecht.arff  Median Absolute Error      6.1           8   18
../datasets_2/albrecht.arff  RMSE                      21.4574        8   18
../datasets_2/albrecht.arff  R2 Score                   0.637466      8   18
../datasets_2/albrecht.arff  MAE                        8.52          8   19
../datasets_2/albrecht.arff  Median Absolute Error      5.1           8   19
../datasets_2/albrecht.arff  RMSE                      11.6526        8   19
../datasets_2/albrecht.arff  R2 Score                   0.893084      8   19
../datasets_2/albrecht.arff  MAE                        7.98          8   20
../datasets_2/albrecht.arff  Median Absolute Error      5.1           8   20
../datasets_2/albrecht.arff  RMSE                      11.0681        8   20
../datasets_2/albrecht.arff  R2 Score                   0.903542      8   20
../datasets_2/albrecht.arff  MAE                        8.95667       9   11
../datasets_2/albrecht.arff  Median Absolute Error      6.5           9   11
../datasets_2/albrecht.arff  RMSE                      11.5083        9   11
../datasets_2/albrecht.arff  R2 Score                   0.895716      9   11
../datasets_2/albrecht.arff  MAE                        8.95667       9   12
../datasets_2/albrecht.arff  Median Absolute Error      6.5           9   12
../datasets_2/albrecht.arff  RMSE                      11.5083        9   12
../datasets_2/albrecht.arff  R2 Score                   0.895716      9   12
../datasets_2/albrecht.arff  MAE                        8.54667       9   13
../datasets_2/albrecht.arff  Median Absolute Error      5.23333       9   13
../datasets_2/albrecht.arff  RMSE                      11.6645        9   13
../datasets_2/albrecht.arff  R2 Score                   0.892867      9   13
../datasets_2/albrecht.arff  MAE                        7.67          9   14
../datasets_2/albrecht.arff  Median Absolute Error      4.85          9   14
../datasets_2/albrecht.arff  RMSE                      11.0312        9   14
../datasets_2/albrecht.arff  R2 Score                   0.904185      9   14
../datasets_2/albrecht.arff  MAE                       17.57          9   15
../datasets_2/albrecht.arff  Median Absolute Error     10.5           9   15
../datasets_2/albrecht.arff  RMSE                      22.0548        9   15
../datasets_2/albrecht.arff  R2 Score                   0.617001      9   15
../datasets_2/albrecht.arff  MAE                        8.47          9   16
../datasets_2/albrecht.arff  Median Absolute Error      4.85          9   16
../datasets_2/albrecht.arff  RMSE                      11.6313        9   16
../datasets_2/albrecht.arff  R2 Score                   0.893476      9   16
../datasets_2/albrecht.arff  MAE                        9.52          9   17
../datasets_2/albrecht.arff  Median Absolute Error      6.1           9   17
../datasets_2/albrecht.arff  RMSE                      11.9576        9   17
../datasets_2/albrecht.arff  R2 Score                   0.887415      9   17
../datasets_2/albrecht.arff  MAE                       17.2           9   18
../datasets_2/albrecht.arff  Median Absolute Error     10.5           9   18
../datasets_2/albrecht.arff  RMSE                      21.9295        9   18
../datasets_2/albrecht.arff  R2 Score                   0.621338      9   18
../datasets_2/albrecht.arff  MAE                       15.66          9   19
../datasets_2/albrecht.arff  Median Absolute Error      6.1           9   19
../datasets_2/albrecht.arff  RMSE                      21.4574        9   19
../datasets_2/albrecht.arff  R2 Score                   0.637466      9   19
../datasets_2/albrecht.arff  MAE                       17.2           9   20
../datasets_2/albrecht.arff  Median Absolute Error     10.5           9   20
../datasets_2/albrecht.arff  RMSE                      21.9295        9   20
../datasets_2/albrecht.arff  R2 Score                   0.621338      9   20
../datasets_2/albrecht.arff  MAE                       26.2367       10   11
../datasets_2/albrecht.arff  Median Absolute Error     15.9          10   11
../datasets_2/albrecht.arff  RMSE                      36.0086       10   11
../datasets_2/albrecht.arff  R2 Score                  -0.0209545    10   11
../datasets_2/albrecht.arff  MAE                        8.54667      10   12
../datasets_2/albrecht.arff  Median Absolute Error      5.23333      10   12
../datasets_2/albrecht.arff  RMSE                      11.6645       10   12
../datasets_2/albrecht.arff  R2 Score                   0.892867     10   12
../datasets_2/albrecht.arff  MAE                       25.6467       10   13
../datasets_2/albrecht.arff  Median Absolute Error      8.2          10   13
../datasets_2/albrecht.arff  RMSE                      35.5998       10   13
../datasets_2/albrecht.arff  R2 Score                   0.00209766   10   13
../datasets_2/albrecht.arff  MAE                        6.93         10   14
../datasets_2/albrecht.arff  Median Absolute Error      2.8          10   14
../datasets_2/albrecht.arff  RMSE                      10.7147       10   14
../datasets_2/albrecht.arff  R2 Score                   0.909603     10   14
../datasets_2/albrecht.arff  MAE                       16.15         10   15
../datasets_2/albrecht.arff  Median Absolute Error     10.5          10   15
../datasets_2/albrecht.arff  RMSE                      21.7533       10   15
../datasets_2/albrecht.arff  R2 Score                   0.627399     10   15
../datasets_2/albrecht.arff  MAE                       17.15         10   16
../datasets_2/albrecht.arff  Median Absolute Error     10.5          10   16
../datasets_2/albrecht.arff  RMSE                      21.9182       10   16
../datasets_2/albrecht.arff  R2 Score                   0.62173      10   16
../datasets_2/albrecht.arff  MAE                        8.52         10   17
../datasets_2/albrecht.arff  Median Absolute Error      5.1          10   17
../datasets_2/albrecht.arff  RMSE                      11.6526       10   17
../datasets_2/albrecht.arff  R2 Score                   0.893084     10   17
../datasets_2/albrecht.arff  MAE                       16.4          10   18
../datasets_2/albrecht.arff  Median Absolute Error      6.5          10   18
../datasets_2/albrecht.arff  RMSE                      21.6172       10   18
../datasets_2/albrecht.arff  R2 Score                   0.632047     10   18
../datasets_2/albrecht.arff  MAE                       16.4          10   19
../datasets_2/albrecht.arff  Median Absolute Error      6.5          10   19
../datasets_2/albrecht.arff  RMSE                      21.6172       10   19
../datasets_2/albrecht.arff  R2 Score                   0.632047     10   19
../datasets_2/albrecht.arff  MAE                       16.2          10   20
../datasets_2/albrecht.arff  Median Absolute Error     10.5          10   20
../datasets_2/albrecht.arff  RMSE                      21.7647       10   20
../datasets_2/albrecht.arff  R2 Score                   0.627008     10   20
../datasets_2/kemerer.arff   MAE                       95.45          5   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   11
../datasets_2/kemerer.arff   RMSE                     107.486         5   11
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   11
../datasets_2/kemerer.arff   MAE                       95.45          5   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   12
../datasets_2/kemerer.arff   RMSE                     107.486         5   12
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   12
../datasets_2/kemerer.arff   MAE                       95.45          5   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   13
../datasets_2/kemerer.arff   RMSE                     107.486         5   13
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   13
../datasets_2/kemerer.arff   MAE                       95.45          5   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   14
../datasets_2/kemerer.arff   RMSE                     107.486         5   14
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   14
../datasets_2/kemerer.arff   MAE                       95.45          5   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   15
../datasets_2/kemerer.arff   RMSE                     107.486         5   15
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   15
../datasets_2/kemerer.arff   MAE                       95.45          5   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   16
../datasets_2/kemerer.arff   RMSE                     107.486         5   16
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   16
../datasets_2/kemerer.arff   MAE                       95.45          5   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   17
../datasets_2/kemerer.arff   RMSE                     107.486         5   17
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   17
../datasets_2/kemerer.arff   MAE                       95.45          5   18
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   18
../datasets_2/kemerer.arff   RMSE                     107.486         5   18
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   18
../datasets_2/kemerer.arff   MAE                       95.45          5   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   19
../datasets_2/kemerer.arff   RMSE                     107.486         5   19
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   19
../datasets_2/kemerer.arff   MAE                       95.45          5   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   20
../datasets_2/kemerer.arff   RMSE                     107.486         5   20
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   20
../datasets_2/kemerer.arff   MAE                       97.8333        6   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   11
../datasets_2/kemerer.arff   RMSE                     111.137         6   11
../datasets_2/kemerer.arff   R2 Score                  -0.490504      6   11
../datasets_2/kemerer.arff   MAE                       97.8333        6   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   12
../datasets_2/kemerer.arff   RMSE                     111.137         6   12
../datasets_2/kemerer.arff   R2 Score                  -0.490504      6   12
../datasets_2/kemerer.arff   MAE                       93.0667        6   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   13
../datasets_2/kemerer.arff   RMSE                     103.872         6   13
../datasets_2/kemerer.arff   R2 Score                  -0.302005      6   13
../datasets_2/kemerer.arff   MAE                       97.8333        6   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   14
../datasets_2/kemerer.arff   RMSE                     111.137         6   14
../datasets_2/kemerer.arff   R2 Score                  -0.490504      6   14
../datasets_2/kemerer.arff   MAE                       97.8333        6   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   15
../datasets_2/kemerer.arff   RMSE                     111.137         6   15
../datasets_2/kemerer.arff   R2 Score                  -0.490504      6   15
../datasets_2/kemerer.arff   MAE                       97.8333        6   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   16
../datasets_2/kemerer.arff   RMSE                     111.137         6   16
../datasets_2/kemerer.arff   R2 Score                  -0.490504      6   16
../datasets_2/kemerer.arff   MAE                       93.0667        6   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   17
../datasets_2/kemerer.arff   RMSE                     103.872         6   17
../datasets_2/kemerer.arff   R2 Score                  -0.302005      6   17
../datasets_2/kemerer.arff   MAE                       78.6667        6   18
../datasets_2/kemerer.arff   Median Absolute Error     48.8           6   18
../datasets_2/kemerer.arff   RMSE                     103.094         6   18
../datasets_2/kemerer.arff   R2 Score                  -0.282571      6   18
../datasets_2/kemerer.arff   MAE                       93.0667        6   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   19
../datasets_2/kemerer.arff   RMSE                     103.872         6   19
../datasets_2/kemerer.arff   R2 Score                  -0.302005      6   19
../datasets_2/kemerer.arff   MAE                       93.0667        6   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   20
../datasets_2/kemerer.arff   RMSE                     103.872         6   20
../datasets_2/kemerer.arff   R2 Score                  -0.302005      6   20
../datasets_2/kemerer.arff   MAE                       97.8333        7   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   11
../datasets_2/kemerer.arff   RMSE                     111.137         7   11
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   11
../datasets_2/kemerer.arff   MAE                       93.0667        7   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   12
../datasets_2/kemerer.arff   RMSE                     103.872         7   12
../datasets_2/kemerer.arff   R2 Score                  -0.302005      7   12
../datasets_2/kemerer.arff   MAE                       93.0667        7   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   13
../datasets_2/kemerer.arff   RMSE                     103.872         7   13
../datasets_2/kemerer.arff   R2 Score                  -0.302005      7   13
../datasets_2/kemerer.arff   MAE                       93.0667        7   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   14
../datasets_2/kemerer.arff   RMSE                     103.872         7   14
../datasets_2/kemerer.arff   R2 Score                  -0.302005      7   14
../datasets_2/kemerer.arff   MAE                       97.8333        7   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   15
../datasets_2/kemerer.arff   RMSE                     111.137         7   15
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   15
../datasets_2/kemerer.arff   MAE                       97.8333        7   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   16
../datasets_2/kemerer.arff   RMSE                     111.137         7   16
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   16
../datasets_2/kemerer.arff   MAE                       97.8333        7   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   17
../datasets_2/kemerer.arff   RMSE                     111.137         7   17
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   17
../datasets_2/kemerer.arff   MAE                       97.8333        7   18
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   18
../datasets_2/kemerer.arff   RMSE                     111.137         7   18
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   18
../datasets_2/kemerer.arff   MAE                       97.8333        7   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   19
../datasets_2/kemerer.arff   RMSE                     111.137         7   19
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   19
../datasets_2/kemerer.arff   MAE                       97.8333        7   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   20
../datasets_2/kemerer.arff   RMSE                     111.137         7   20
../datasets_2/kemerer.arff   R2 Score                  -0.490504      7   20
../datasets_2/kemerer.arff   MAE                       93.0667        8   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   11
../datasets_2/kemerer.arff   RMSE                     103.872         8   11
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   11
../datasets_2/kemerer.arff   MAE                       93.0667        8   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   12
../datasets_2/kemerer.arff   RMSE                     103.872         8   12
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   12
../datasets_2/kemerer.arff   MAE                       97.8333        8   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   13
../datasets_2/kemerer.arff   RMSE                     111.137         8   13
../datasets_2/kemerer.arff   R2 Score                  -0.490504      8   13
../datasets_2/kemerer.arff   MAE                       97.8333        8   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   14
../datasets_2/kemerer.arff   RMSE                     111.137         8   14
../datasets_2/kemerer.arff   R2 Score                  -0.490504      8   14
../datasets_2/kemerer.arff   MAE                       97.8333        8   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   15
../datasets_2/kemerer.arff   RMSE                     111.137         8   15
../datasets_2/kemerer.arff   R2 Score                  -0.490504      8   15
../datasets_2/kemerer.arff   MAE                       93.0667        8   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   16
../datasets_2/kemerer.arff   RMSE                     103.872         8   16
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   16
../datasets_2/kemerer.arff   MAE                       73.9           8   17
../datasets_2/kemerer.arff   Median Absolute Error     48.8           8   17
../datasets_2/kemerer.arff   RMSE                      95.2169        8   17
../datasets_2/kemerer.arff   R2 Score                  -0.0940721     8   17
../datasets_2/kemerer.arff   MAE                       97.8333        8   18
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   18
../datasets_2/kemerer.arff   RMSE                     111.137         8   18
../datasets_2/kemerer.arff   R2 Score                  -0.490504      8   18
../datasets_2/kemerer.arff   MAE                       73.9           8   19
../datasets_2/kemerer.arff   Median Absolute Error     48.8           8   19
../datasets_2/kemerer.arff   RMSE                      95.2169        8   19
../datasets_2/kemerer.arff   R2 Score                  -0.0940721     8   19
../datasets_2/kemerer.arff   MAE                       73.9           8   20
../datasets_2/kemerer.arff   Median Absolute Error     48.8           8   20
../datasets_2/kemerer.arff   RMSE                      95.2169        8   20
../datasets_2/kemerer.arff   R2 Score                  -0.0940721     8   20
../datasets_2/kemerer.arff   MAE                       93.0667        9   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   11
../datasets_2/kemerer.arff   RMSE                     103.872         9   11
../datasets_2/kemerer.arff   R2 Score                  -0.302005      9   11
../datasets_2/kemerer.arff   MAE                       93.0667        9   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   12
../datasets_2/kemerer.arff   RMSE                     103.872         9   12
../datasets_2/kemerer.arff   R2 Score                  -0.302005      9   12
../datasets_2/kemerer.arff   MAE                       93.0667        9   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   13
../datasets_2/kemerer.arff   RMSE                     103.872         9   13
../datasets_2/kemerer.arff   R2 Score                  -0.302005      9   13
../datasets_2/kemerer.arff   MAE                       97.8333        9   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   14
../datasets_2/kemerer.arff   RMSE                     111.137         9   14
../datasets_2/kemerer.arff   R2 Score                  -0.490504      9   14
../datasets_2/kemerer.arff   MAE                       73.9           9   15
../datasets_2/kemerer.arff   Median Absolute Error     48.8           9   15
../datasets_2/kemerer.arff   RMSE                      95.2169        9   15
../datasets_2/kemerer.arff   R2 Score                  -0.0940721     9   15
../datasets_2/kemerer.arff   MAE                       93.0667        9   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   16
../datasets_2/kemerer.arff   RMSE                     103.872         9   16
../datasets_2/kemerer.arff   R2 Score                  -0.302005      9   16
../datasets_2/kemerer.arff   MAE                       97.8333        9   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   17
../datasets_2/kemerer.arff   RMSE                     111.137         9   17
../datasets_2/kemerer.arff   R2 Score                  -0.490504      9   17
../datasets_2/kemerer.arff   MAE                       97.8333        9   18
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   18
../datasets_2/kemerer.arff   RMSE                     111.137         9   18
../datasets_2/kemerer.arff   R2 Score                  -0.490504      9   18
../datasets_2/kemerer.arff   MAE                       97.8333        9   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   19
../datasets_2/kemerer.arff   RMSE                     111.137         9   19
../datasets_2/kemerer.arff   R2 Score                  -0.490504      9   19
../datasets_2/kemerer.arff   MAE                       93.0667        9   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   20
../datasets_2/kemerer.arff   RMSE                     103.872         9   20
../datasets_2/kemerer.arff   R2 Score                  -0.302005      9   20
../datasets_2/kemerer.arff   MAE                       97.8333       10   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   11
../datasets_2/kemerer.arff   RMSE                     111.137        10   11
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   11
../datasets_2/kemerer.arff   MAE                       97.8333       10   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   12
../datasets_2/kemerer.arff   RMSE                     111.137        10   12
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   12
../datasets_2/kemerer.arff   MAE                       93.0667       10   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   13
../datasets_2/kemerer.arff   RMSE                     103.872        10   13
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   13
../datasets_2/kemerer.arff   MAE                       93.0667       10   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   14
../datasets_2/kemerer.arff   RMSE                     103.872        10   14
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   14
../datasets_2/kemerer.arff   MAE                       97.8333       10   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   15
../datasets_2/kemerer.arff   RMSE                     111.137        10   15
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   15
../datasets_2/kemerer.arff   MAE                       97.8333       10   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   16
../datasets_2/kemerer.arff   RMSE                     111.137        10   16
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   16
../datasets_2/kemerer.arff   MAE                       93.0667       10   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   17
../datasets_2/kemerer.arff   RMSE                     103.872        10   17
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   17
../datasets_2/kemerer.arff   MAE                       78.6667       10   18
../datasets_2/kemerer.arff   Median Absolute Error     48.8          10   18
../datasets_2/kemerer.arff   RMSE                     103.094        10   18
../datasets_2/kemerer.arff   R2 Score                  -0.282571     10   18
../datasets_2/kemerer.arff   MAE                       93.0667       10   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   19
../datasets_2/kemerer.arff   RMSE                     103.872        10   19
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   19
../datasets_2/kemerer.arff   MAE                       78.6667       10   20
../datasets_2/kemerer.arff   Median Absolute Error     48.8          10   20
../datasets_2/kemerer.arff   RMSE                     103.094        10   20
../datasets_2/kemerer.arff   R2 Score                  -0.282571     10   20
../datasets_2/cocomo81.arff  MAE                      323.932         5   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        5   11
../datasets_2/cocomo81.arff  RMSE                     607.816         5   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509      5   11
../datasets_2/cocomo81.arff  MAE                      350.734         5   12
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   12
../datasets_2/cocomo81.arff  RMSE                     638.546         5   12
../datasets_2/cocomo81.arff  R2 Score                  -0.319449      5   12
../datasets_2/cocomo81.arff  MAE                      350.734         5   13
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   13
../datasets_2/cocomo81.arff  RMSE                     638.546         5   13
../datasets_2/cocomo81.arff  R2 Score                  -0.319449      5   13
../datasets_2/cocomo81.arff  MAE                      315.042         5   14
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   14
../datasets_2/cocomo81.arff  RMSE                     597.722         5   14
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   14
../datasets_2/cocomo81.arff  MAE                      350.273         5   15
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   15
../datasets_2/cocomo81.arff  RMSE                     637.869         5   15
../datasets_2/cocomo81.arff  R2 Score                  -0.316653      5   15
../datasets_2/cocomo81.arff  MAE                      315.042         5   16
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   16
../datasets_2/cocomo81.arff  RMSE                     597.722         5   16
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   16
../datasets_2/cocomo81.arff  MAE                      315.042         5   17
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   17
../datasets_2/cocomo81.arff  RMSE                     597.722         5   17
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   17
../datasets_2/cocomo81.arff  MAE                      315.042         5   18
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   18
../datasets_2/cocomo81.arff  RMSE                     597.722         5   18
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   18
../datasets_2/cocomo81.arff  MAE                      350.273         5   19
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   19
../datasets_2/cocomo81.arff  RMSE                     637.869         5   19
../datasets_2/cocomo81.arff  R2 Score                  -0.316653      5   19
../datasets_2/cocomo81.arff  MAE                      351.196         5   20
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   20
../datasets_2/cocomo81.arff  RMSE                     639.227         5   20
../datasets_2/cocomo81.arff  R2 Score                  -0.322263      5   20
../datasets_2/cocomo81.arff  MAE                      359.624         6   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        6   11
../datasets_2/cocomo81.arff  RMSE                     648.004         6   11
../datasets_2/cocomo81.arff  R2 Score                  -0.358826      6   11
../datasets_2/cocomo81.arff  MAE                      342.333         6   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         6   12
../datasets_2/cocomo81.arff  RMSE                     615.725         6   12
../datasets_2/cocomo81.arff  R2 Score                  -0.226824      6   12
../datasets_2/cocomo81.arff  MAE                      311.975         6   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         6   13
../datasets_2/cocomo81.arff  RMSE                     593.837         6   13
../datasets_2/cocomo81.arff  R2 Score                  -0.14115       6   13
../datasets_2/cocomo81.arff  MAE                      347.667         6   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         6   14
../datasets_2/cocomo81.arff  RMSE                     640.334         6   14
../datasets_2/cocomo81.arff  R2 Score                  -0.32685       6   14
../datasets_2/cocomo81.arff  MAE                      343.693         6   15
../datasets_2/cocomo81.arff  Median Absolute Error    172.75          6   15
../datasets_2/cocomo81.arff  RMSE                     623.671         6   15
../datasets_2/cocomo81.arff  R2 Score                  -0.258692      6   15
../datasets_2/cocomo81.arff  MAE                      311.283         6   16
../datasets_2/cocomo81.arff  Median Absolute Error    172.75          6   16
../datasets_2/cocomo81.arff  RMSE                     597.701         6   16
../datasets_2/cocomo81.arff  R2 Score                  -0.15605       6   16
../datasets_2/cocomo81.arff  MAE                      332.346         6   17
../datasets_2/cocomo81.arff  Median Absolute Error    172.75          6   17
../datasets_2/cocomo81.arff  RMSE                     609.504         6   17
../datasets_2/cocomo81.arff  R2 Score                  -0.202158      6   17
../datasets_2/cocomo81.arff  MAE                      301.321         6   18
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          6   18
../datasets_2/cocomo81.arff  RMSE                     577.706         6   18
../datasets_2/cocomo81.arff  R2 Score                  -0.0799952     6   18
../datasets_2/cocomo81.arff  MAE                      311.846         6   19
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          6   19
../datasets_2/cocomo81.arff  RMSE                     575.012         6   19
../datasets_2/cocomo81.arff  R2 Score                  -0.0699463     6   19
../datasets_2/cocomo81.arff  MAE                      336.551         6   20
../datasets_2/cocomo81.arff  Median Absolute Error     61.25          6   20
../datasets_2/cocomo81.arff  RMSE                     619.152         6   20
../datasets_2/cocomo81.arff  R2 Score                  -0.240517      6   20
../datasets_2/cocomo81.arff  MAE                      359.624         7   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        7   11
../datasets_2/cocomo81.arff  RMSE                     648.004         7   11
../datasets_2/cocomo81.arff  R2 Score                  -0.358826      7   11
../datasets_2/cocomo81.arff  MAE                      320.865         7   12
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   12
../datasets_2/cocomo81.arff  RMSE                     603.996         7   12
../datasets_2/cocomo81.arff  R2 Score                  -0.180528      7   12
../datasets_2/cocomo81.arff  MAE                      333.443         7   13
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   13
../datasets_2/cocomo81.arff  RMSE                     605.763         7   13
../datasets_2/cocomo81.arff  R2 Score                  -0.187446      7   13
../datasets_2/cocomo81.arff  MAE                      325.02          7   14
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   14
../datasets_2/cocomo81.arff  RMSE                     601.642         7   14
../datasets_2/cocomo81.arff  R2 Score                  -0.171344      7   14
../datasets_2/cocomo81.arff  MAE                      325.02          7   15
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   15
../datasets_2/cocomo81.arff  RMSE                     601.642         7   15
../datasets_2/cocomo81.arff  R2 Score                  -0.171344      7   15
../datasets_2/cocomo81.arff  MAE                      318.712         7   16
../datasets_2/cocomo81.arff  Median Absolute Error    105.667         7   16
../datasets_2/cocomo81.arff  RMSE                     603.435         7   16
../datasets_2/cocomo81.arff  R2 Score                  -0.178337      7   16
../datasets_2/cocomo81.arff  MAE                      301.597         7   17
